0x00402d70:0x00402d9a,  _start
0x00417f90:0x00417fe4,  gt_pch_p_9opt_stack
0x00417ff0:0x00418032,  gt_pch_nx_align_stack
0x00418040:0x00418077,  gt_pch_p_11align_stack
0x00418080:0x004180b7,  VEC_int_heap_reserve
0x004180c0:0x004180cc,  VEC_int_base_quick_push
0x004180d0:0x004180e3,  VEC_int_base_space
0x004180f0:0x00418106,  VEC_pragma_ns_name_heap_safe_push
0x00418110:0x00418129,  VEC_pragma_handler_heap_safe_push
0x00418130:0x0041813b,  VEC_pragma_handler_base_length
0x00418140:0x00418177,  VEC_pragma_ns_name_heap_reserve
0x00418180:0x0041819b,  VEC_pragma_ns_name_base_quick_push
0x004181a0:0x004181b3,  VEC_pragma_ns_name_base_space
0x004181c0:0x004181f7,  VEC_pragma_handler_heap_reserve
0x00418200:0x00418215,  VEC_pragma_handler_base_quick_push
0x00418220:0x00418233,  VEC_pragma_handler_base_space
0x00418240:0x0041828a,  push_alignment
0x00418290:0x00418317,  pop_alignment
0x00418320:0x004183d3,  handle_stdc_pragma
0x004188d0:0x00418944,  add_stmt
0x00418950:0x00418956,  current_stmt_tree
0x00418960:0x00418a13,  c_print_identifier
0x00418a20:0x00418a91,  c_finish_incomplete_decl
0x00418aa0:0x00418ae7,  record_inline_static
0x00418af0:0x00418af8,  objc_get_current_scope
0x00418b00:0x00418b5f,  objc_mark_locals_volatile
0x00418b60:0x00418b83,  global_bindings_p
0x00418b90:0x00418b98,  keep_next_level
0x00418ba0:0x00418bb6,  set_float_const_decimal64
0x00418bc0:0x00418bd6,  clear_float_const_decimal64
0x00418be0:0x00418bf2,  float_const_decimal64_p
0x00418c00:0x00418c10,  declare_parm_level
0x00418c10:0x00418d73,  push_scope
0x00418d80:0x004192da,  pop_scope
0x004192e0:0x00419419,  update_label_decls
0x00419420:0x00419441,  set_type_context
0x00419450:0x00419477,  free_binding_and_advance
0x00419480:0x004194da,  push_file_scope
0x004194e0:0x00419624,  bind
0x00419630:0x00419685,  pop_file_scope
0x00419690:0x00419711,  check_inline_statics
0x00419720:0x004197f5,  c_bindings_start_stmt_expr
0x00419800:0x00419821,  VEC_c_goto_bindings_p_base_iterate
0x00419830:0x00419961,  c_bindings_end_stmt_expr
0x00419970:0x00419ed5,  pushdecl
0x00419ee0:0x00419f39,  duplicate_decls
0x00419f40:0x0041a035,  warn_if_shadowing
0x0041a040:0x0041a0e4,  pushdecl_top_level
0x0041a0f0:0x0041a333,  implicitly_declare
0x0041a340:0x0041a39a,  implicit_decl_warning
0x0041a3a0:0x0041a3eb,  locate_old_decl
0x0041a3f0:0x0041a475,  undeclared_variable
0x0041a480:0x0041a50d,  lookup_label
0x0041a510:0x0041a58a,  make_label
0x0041a590:0x0041a5dc,  bind_label
0x0041a5e0:0x0041a6fd,  lookup_label_for_goto
0x0041a700:0x0041a734,  set_spot_bindings
0x0041a740:0x0041a761,  VEC_c_goto_bindings_p_gc_safe_push
0x0041a770:0x0041a791,  VEC_tree_base_iterate
0x0041a7a0:0x0041a807,  warn_about_goto
0x0041a810:0x0041a88d,  declare_label
0x0041a890:0x0041a996,  define_label
0x0041a9a0:0x0041ab18,  check_earlier_gotos
0x0041ab20:0x0041ab3a,  lookup_name
0x0041ab40:0x0041ab60,  c_get_switch_bindings
0x0041ab60:0x0041ab8d,  c_release_switch_bindings
0x0041ab90:0x0041acc2,  c_check_switch_jump_warnings
0x0041acd0:0x0041ad2c,  decl_jump_unsafe
0x0041ad30:0x0041ad5f,  pending_xref_error
0x0041ad60:0x0041ae33,  c_init_decl_processing
0x0041ae40:0x0041af40,  c_make_fname_decl
0x0041af40:0x0041afe2,  c_builtin_function
0x0041aff0:0x0041b08f,  c_builtin_function_ext_scope
0x0041b090:0x0041b094,  shadow_tag
0x0041b0a0:0x0041b363,  shadow_tag_warned
0x0041b370:0x0041b414,  lookup_tag
0x0041b420:0x0041b516,  pushtag
0x0041b520:0x0041b574,  quals_from_declspecs
0x0041b580:0x0041b721,  build_array_declarator
0x0041b730:0x0041b738,  set_array_declarator_inner
0x0041b740:0x0041b7a9,  groktypename
0x0041b7b0:0x0041d900,  grokdeclarator
0x0041d900:0x0041dcb1,  start_decl
0x0041dcc0:0x0041e36f,  finish_decl
0x0041e370:0x0041e406,  add_flexible_array_elts_to_size
0x0041e410:0x0041e41c,  VEC_tree_gc_alloc
0x0041e420:0x0041e42d,  VEC_tree_base_quick_push
0x0041e430:0x0041e44a,  VEC_tree_gc_free
0x0041e450:0x0041e4a9,  grokparm
0x0041e4b0:0x0041e528,  push_parm_decl
0x0041e530:0x0041e5b4,  mark_forward_parm_decls
0x0041e5c0:0x0041e777,  build_compound_literal
0x0041e780:0x0041e7a9,  check_compound_literal_type
0x0041e7b0:0x0041ebf1,  get_parm_info
0x0041ec00:0x0041edef,  parser_xref_tag
0x0041edf0:0x0041ee18,  xref_tag
0x0041ee20:0x0041efc0,  start_struct
0x0041efc0:0x0041efc9,  VEC_tree_heap_alloc
0x0041efd0:0x0041efd9,  VEC_c_binding_ptr_heap_alloc
0x0041efe0:0x0041f109,  grokfield
0x0041f110:0x0041f131,  VEC_c_binding_ptr_heap_safe_push
0x0041f140:0x0041f84a,  finish_struct
0x0041f850:0x0041f8ce,  flexible_array_type_p
0x0041f8d0:0x0041fa0a,  detect_field_duplicates
0x0041fa10:0x0041fa2e,  layout_array_type
0x0041fa30:0x0041fbc3,  warn_cxx_compat_finish_struct
0x0041fbd0:0x0041fbea,  VEC_tree_heap_free
0x0041fbf0:0x0041fc0a,  VEC_c_binding_ptr_heap_free
0x0041fc10:0x0041fc31,  VEC_tree_heap_safe_push
0x0041fc40:0x0041fd6d,  start_enum
0x0041fd70:0x0042011e,  finish_enum
0x00420120:0x0042030d,  build_enumerator
0x00420310:0x004208ca,  start_function
0x004208d0:0x004208ff,  lookup_name_in_scope
0x00420900:0x00420909,  store_parm_decls_from
0x00420910:0x004209bb,  store_parm_decls
0x004209c0:0x00420b6c,  store_parm_decls_newstyle
0x00420b70:0x004210e6,  store_parm_decls_oldstyle
0x004210f0:0x00421311,  finish_function
0x00421320:0x00421413,  check_for_loop_decls
0x00421420:0x00421498,  c_push_function_context
0x004214a0:0x0042154f,  c_pop_function_context
0x00421550:0x00421577,  identifier_global_value
0x00421580:0x004215db,  record_builtin_type
0x004215e0:0x004215ee,  build_void_list_node
0x004215f0:0x004216bf,  build_c_parm
0x004216c0:0x00421786,  build_attrs_declarator
0x00421790:0x00421856,  build_function_declarator
0x00421860:0x00421931,  build_id_declarator
0x00421940:0x00421a3c,  make_pointer_declarator
0x00421a40:0x00421b15,  build_null_declspecs
0x00421b20:0x00421b72,  declspecs_add_addrspace
0x00421b80:0x00421c5b,  declspecs_add_qual
0x00421c60:0x0042266b,  declspecs_add_type
0x00422670:0x00422820,  declspecs_add_scspec
0x00422820:0x00422840,  declspecs_add_attrs
0x00422840:0x00422d7a,  finish_declspecs
0x00422d80:0x00422edc,  c_write_global_declarations
0x00422ee0:0x00422fbc,  c_write_global_declarations_1
0x00422fc0:0x00422feb,  c_write_global_declarations_2
0x00422ff0:0x0042305b,  gt_ggc_mx_c_inline_static
0x00423060:0x00423f3b,  gt_ggc_mx_lang_tree_node
0x00423f40:0x00423f8f,  gt_ggc_mx_VEC_c_goto_bindings_p_gc
0x00423f90:0x00423fc5,  gt_ggc_mx_c_goto_bindings
0x00423fd0:0x00424055,  gt_ggc_mx_c_scope
0x00424060:0x00424116,  gt_ggc_mx_c_binding
0x00424120:0x0042417e,  gt_ggc_mx_c_label_vars
0x00424180:0x004241c2,  gt_ggc_mx_language_function
0x004241d0:0x004241dc,  gt_ggc_mx_lang_decl
0x004241e0:0x00424230,  gt_ggc_mx_lang_type
0x00424230:0x0042424d,  tree_operand_length
0x00424250:0x004242db,  gt_pch_nx_c_inline_static
0x004242e0:0x00424321,  gt_pch_p_15c_inline_static
0x00424330:0x0042521b,  gt_pch_nx_lang_tree_node
0x00425220:0x0042526f,  gt_pch_nx_VEC_c_goto_bindings_p_gc
0x00425270:0x004252c7,  gt_pch_p_24VEC_c_goto_bindings_p_gc
0x004252d0:0x00425309,  gt_pch_nx_c_goto_bindings
0x00425310:0x00425347,  gt_pch_p_15c_goto_bindings
0x00425350:0x00425405,  gt_pch_nx_c_scope
0x00425410:0x004254e6,  gt_pch_nx_c_binding
0x004254f0:0x00425544,  gt_pch_p_7c_scope
0x00425550:0x004255ad,  gt_pch_p_9c_binding
0x004255b0:0x00425612,  gt_pch_nx_c_label_vars
0x00425620:0x00425674,  gt_pch_p_12c_label_vars
0x00425680:0x004256c6,  gt_pch_nx_language_function
0x004256d0:0x00425710,  gt_pch_p_17language_function
0x00425710:0x004260f8,  gt_pch_p_14lang_tree_node
0x00426100:0x00426112,  gt_pch_nx_lang_decl
0x00426120:0x00426184,  gt_pch_nx_lang_type
0x00426190:0x00426191,  gt_pch_p_9lang_decl
0x004261a0:0x004261ea,  gt_pch_p_9lang_type
0x004261f0:0x00426209,  update_spot_bindings
0x00426210:0x00426231,  VEC_tree_gc_safe_push
0x00426240:0x00426264,  VEC_tree_gc_reserve
0x00426270:0x00426283,  VEC_tree_base_space
