0x00401580:0x004015aa, _start
0x0040bf80:0x0040c12d, x264_pixel_sad_8x16
0x0040c130:0x0040c201, x264_pixel_sad_8x8
0x0040c210:0x0040c4f1, x264_pixel_sad_8x4
0x0040c500:0x0040c801, x264_pixel_sad_4x8
0x0040c810:0x0040c92c, x264_pixel_sad_4x4
0x0040c930:0x0040c994, x264_pixel_sad_x3_16x16
0x0040c9a0:0x0040ca04, x264_pixel_sad_x3_16x8
0x0040ca10:0x0040ca74, x264_pixel_sad_x3_8x16
0x0040ca80:0x0040cae4, x264_pixel_sad_x3_8x8
0x0040caf0:0x0040cb54, x264_pixel_sad_x3_8x4
0x0040cb60:0x0040cbc4, x264_pixel_sad_x3_4x8
0x0040cbd0:0x0040cc34, x264_pixel_sad_x3_4x4
0x0040cc40:0x0040ccc6, x264_pixel_sad_x4_16x16
0x0040ccd0:0x0040cd56, x264_pixel_sad_x4_16x8
0x0040cd60:0x0040cde6, x264_pixel_sad_x4_8x16
0x0040cdf0:0x0040ce76, x264_pixel_sad_x4_8x8
0x0040ce80:0x0040cf06, x264_pixel_sad_x4_8x4
0x0040cf10:0x0040cf96, x264_pixel_sad_x4_4x8
0x0040cfa0:0x0040d026, x264_pixel_sad_x4_4x4
0x0040d030:0x0040d8a4, x264_pixel_ssd_16x16
0x0040d8b0:0x0040dcd9, x264_pixel_ssd_16x8
0x0040dce0:0x0040e1e7, x264_pixel_ssd_8x16
0x0040e1f0:0x0040e46b, x264_pixel_ssd_8x8
0x0040e470:0x0040e6bd, x264_pixel_ssd_8x4
0x0040e6c0:0x0040e935, x264_pixel_ssd_4x8
0x0040e940:0x0040ea6d, x264_pixel_ssd_4x4
0x0040ea70:0x0040ebda, x264_pixel_satd_16x16
0x0040ebe0:0x0040ec80, x264_pixel_satd_16x8
0x0040ec80:0x0040ed3e, x264_pixel_satd_8x16
0x0040ed40:0x0040ed91, x264_pixel_satd_8x8
0x0040eda0:0x0040f1f0, x264_pixel_satd_8x4
0x0040f1f0:0x0040f241, x264_pixel_satd_4x8
0x0040f250:0x0040f4ae, x264_pixel_satd_4x4
0x0040f4b0:0x0040f514, x264_pixel_satd_x3_16x16
0x0040f520:0x0040f6c0, x264_pixel_satd_x3_16x8
0x0040f6c0:0x0040f88a, x264_pixel_satd_x3_8x16
0x0040f890:0x0040f973, x264_pixel_satd_x3_8x8
0x0040f980:0x0040f9e4, x264_pixel_satd_x3_8x4
0x0040f9f0:0x0040fad3, x264_pixel_satd_x3_4x8
0x0040fae0:0x0040fb44, x264_pixel_satd_x3_4x4
0x0040fb50:0x0040fbd6, x264_pixel_satd_x4_16x16
0x0040fbe0:0x0040fe16, x264_pixel_satd_x4_16x8
0x0040fe20:0x00410084, x264_pixel_satd_x4_8x16
0x00410090:0x004101a5, x264_pixel_satd_x4_8x8
0x004101b0:0x00410236, x264_pixel_satd_x4_8x4
0x00410240:0x00410355, x264_pixel_satd_x4_4x8
0x00410360:0x004103e6, x264_pixel_satd_x4_4x4
0x004103f0:0x0041046f, x264_pixel_hadamard_ac_16x16
0x00410470:0x004104b3, x264_pixel_hadamard_ac_16x8
0x004104c0:0x00410510, x264_pixel_hadamard_ac_8x16
0x00410510:0x00410534, x264_pixel_hadamard_ac_8x8
0x00410540:0x004105e3, x264_pixel_ads4
0x004105f0:0x0041066d, x264_pixel_ads2
0x00410670:0x004106c5, x264_pixel_ads1
0x004106d0:0x00410775, x264_pixel_sa8d_16x16
0x00410780:0x0041078e, x264_pixel_sa8d_8x8
0x00410790:0x00410825, x264_pixel_var_16x16
0x00410830:0x00410b41, x264_pixel_var_8x8
0x00410b50:0x00410e2a, ssim_4x4x2_core
0x00410e30:0x00410f35, ssim_end4
0x00410f40:0x004113ac, pixel_var2_8x8
0x004113b0:0x00411da3, pixel_hadamard_ac
0x00411db0:0x00412022, sa8d_8x8
0x00412030:0x004121b6, x264_mb_mc_8x8
0x004121c0:0x00412408, x264_mb_mc_0xywh
0x00412410:0x004127d4, x264_mb_mc_01xywh
0x004127e0:0x00412983, x264_mb_mc_1xywh
0x00412990:0x00412b13, x264_mb_mc
0x00412b20:0x00412e62, x264_macroblock_cache_allocate
0x00412e70:0x004132aa, x264_macroblock_cache_free
0x004132b0:0x0041350a, x264_macroblock_thread_allocate
0x00413510:0x00413595, x264_macroblock_thread_free
0x004135a0:0x004138bf, x264_macroblock_slice_init
0x004138c0:0x0041399b, x264_macroblock_thread_init
0x004139a0:0x004139ec, x264_prefetch_fenc
0x004139f0:0x004147ee, x264_macroblock_cache_load
0x004147f0:0x00414cbf, x264_macroblock_load_pic_pointers
0x00414cc0:0x00414d68, x264_macroblock_cache_load_neighbours_deblock
0x00414d70:0x00415262, x264_macroblock_cache_load_deblock
0x00415270:0x00415a39, x264_macroblock_cache_save
0x00415a40:0x00415e2a, x264_macroblock_bipred_init
0x00415e30:0x004165d0, x264_frame_new
0x004165d0:0x00416c44, x264_frame_delete
0x00416c50:0x00416e2f, x264_frame_copy_picture
0x00416e30:0x00417d6b, x264_frame_expand_border
0x00417d70:0x0041a948, x264_frame_expand_border_filtered
0x0041a950:0x0041b24d, x264_frame_expand_border_lowres
0x0041b250:0x0041b43b, x264_frame_expand_border_mod16
0x0041b440:0x0041b447, x264_frame_cond_broadcast
0x0041b450:0x0041b463, x264_frame_cond_wait
0x0041b470:0x0041b493, x264_frame_push
0x0041b4a0:0x0041b4cb, x264_frame_pop
0x0041b4d0:0x0041b57a, x264_frame_unshift
0x0041b580:0x0041b5a1, x264_frame_shift
0x0041b5b0:0x0041b5e3, x264_frame_push_unused
0x0041b5f0:0x0041b6a6, x264_frame_pop_unused
0x0041b6b0:0x0041b6e3, x264_frame_push_blank_unused
0x0041b6f0:0x0041b75b, x264_frame_pop_blank_unused
0x0041b760:0x0041b81c, x264_frame_sort
0x0041b820:0x0041b8ea, x264_weight_scale_plane
0x0041b8f0:0x0041b938, x264_frame_delete_list
0x0041b940:0x0041b98b, x264_synch_frame_list_init
0x0041b990:0x0041b9d8, x264_synch_frame_list_delete
0x0041b9e0:0x0041ba00, x264_synch_frame_list_push
0x0041ba00:0x0041ba85, x264_dct_init
0x0041ba90:0x0041bd7f, sub4x4_dct
0x0041bd80:0x0041c1d8, add4x4_idct
0x0041c1e0:0x0041c23a, sub8x8_dct
0x0041c240:0x0041c2e4, sub8x8_dct_dc
0x0041c2f0:0x0041c339, add8x8_idct
0x0041c340:0x0041c38d, add8x8_idct_dc
0x0041c390:0x0041c510, sub16x16_dct
0x0041c510:0x0041c637, add16x16_idct
0x0041c640:0x0041c753, add16x16_idct_dc
0x0041c760:0x0041ce46, sub8x8_dct8
0x0041ce50:0x0041d168, add8x8_idct8
0x0041d170:0x0041d1d9, sub16x16_dct8
0x0041d1e0:0x0041d232, add16x16_idct8
0x0041d240:0x0041d4c3, dct4x4dc
0x0041d4d0:0x0041d6ce, idct4x4dc
0x0041d6d0:0x0041d7f2, x264_dct_init_weights
0x0041d800:0x0041d8ae, x264_zigzag_init
0x0041d8b0:0x0041daaf, zigzag_scan_8x8_field
0x0041dab0:0x0041daeb, zigzag_scan_4x4_field
0x0041daf0:0x0041dfd3, zigzag_sub_8x8_field
0x0041dfe0:0x0041e12b, zigzag_sub_4x4_field
0x0041e130:0x0041e27c, zigzag_sub_4x4ac_field
0x0041e280:0x0041e47f, zigzag_scan_8x8_frame
0x0041e480:0x0041e4ff, zigzag_scan_4x4_frame
0x0041e500:0x0041e9e3, zigzag_sub_8x8_frame
0x0041e9f0:0x0041eb3b, zigzag_sub_4x4_frame
0x0041eb40:0x0041ec8c, zigzag_sub_4x4ac_frame
0x0041ec90:0x0041ef86, zigzag_interleave_8x8_cavlc
0x0041ef90:0x0041f0df, sub4x4_dct_dc
0x0041f0e0:0x0041f265, add4x4_idct_dc
0x0041f270:0x0041f273, x264_cpu_detect
0x0041f280:0x0041f286, x264_cpu_num_processors
0x0041f290:0x0041f3d1, x264_cabac_context_init
0x0041f3e0:0x0041f3ed, x264_cabac_encode_init_core
0x0041f3f0:0x0041f409, x264_cabac_encode_init
0x0041f410:0x0041f4fd, x264_cabac_encode_decision_c
0x0041f500:0x0041f58d, x264_cabac_encode_bypass_c
0x0041f590:0x0041f6a9, x264_cabac_encode_ue_bypass
0x0041f6b0:0x0041f74d, x264_cabac_encode_terminal_c
0x0041f750:0x0041f96d, x264_cabac_encode_flush
0x0041f970:0x0041f9ce, spec_strdup
0x0041f9d0:0x0041fc5f, x264_param_default
0x0041fc60:0x0041fcad, x264_log_default
0x0041fcb0:0x00420456, x264_param_default_preset
0x00420460:0x004204b8, x264_param_apply_fastfirstpass
0x004204c0:0x004205e8, x264_param_apply_profile
0x004205f0:0x00420711, x264_log
0x00420720:0x00425134, x264_param_parse
0x00425140:0x0042521a, x264_picture_alloc
0x00425220:0x00425270, x264_malloc
0x00425270:0x004252ad, x264_picture_clean
0x004252b0:0x004252bf, x264_free
0x004252c0:0x0042536b, x264_nal_encode
0x00425370:0x004253b7, x264_reduce_fraction
0x004253c0:0x00425500, x264_slurp_file
0x00425500:0x00425cbd, x264_param2string
0x00425cc0:0x00425cc6, x264_mdate
0x00425cd0:0x00425cfc, x264_macroblock_cache_mv_4_4
0x00425d00:0x00425d1c, x264_macroblock_cache_mv_2_4
0x00425d20:0x00425d3c, x264_macroblock_cache_mv_4_2
0x00425d40:0x00425d54, x264_macroblock_cache_mv_2_2
0x00425d60:0x00425d70, x264_macroblock_cache_mv_2_1
0x00425d70:0x00425d76, x264_macroblock_cache_mv_1_2
0x00425d80:0x00425d83, x264_macroblock_cache_mv_1_1
0x00425d90:0x00425db1, x264_macroblock_cache_mvd_4_4
0x00425dc0:0x00425dd3, x264_macroblock_cache_mvd_2_4
0x00425de0:0x00425df9, x264_macroblock_cache_mvd_4_2
0x00425e00:0x00425e0d, x264_macroblock_cache_mvd_2_2
0x00425e10:0x00425e1a, x264_macroblock_cache_mvd_2_1
0x00425e20:0x00425e28, x264_macroblock_cache_mvd_1_2
0x00425e30:0x00425e34, x264_macroblock_cache_mvd_1_1
0x00425e40:0x00425e52, x264_macroblock_cache_ref_4_4
0x00425e60:0x00425e77, x264_macroblock_cache_ref_2_4
0x00425e80:0x00425e8c, x264_macroblock_cache_ref_4_2
0x00425e90:0x00425e9f, x264_macroblock_cache_ref_2_2
0x00425ea0:0x00425eab, x264_macroblock_cache_ref_2_1
0x00425eb0:0x00425eb1, x264_macroblock_cache_ref_1_2
0x00425ec0:0x00425ec1, x264_macroblock_cache_ref_1_1
0x00425ed0:0x00426f5f, x264_cqm_init
0x00426f60:0x0042713d, x264_cqm_delete
0x00427140:0x004272d7, x264_cqm_parse_file
0x004272e0:0x0042746b, x264_cqm_parse_jmlist
0x00427470:0x0042757d, x264_quant_init
0x00427580:0x004275f1, quant_8x8
0x00427600:0x0042765b, quant_4x4
0x00427660:0x004278e2, quant_4x4_dc
0x004278f0:0x0042799e, quant_2x2_dc
0x004279a0:0x00427be7, dequant_4x4
0x00427bf0:0x00427d75, dequant_4x4_dc
0x00427d80:0x004281c0, dequant_8x8
0x004281c0:0x00428309, x264_denoise_dct
0x00428310:0x0042840f, x264_decimate_score15
0x00428410:0x00428518, x264_decimate_score16
0x00428520:0x00428818, x264_decimate_score64
0x00428820:0x00428858, x264_coeff_last4
0x00428860:0x004288a2, x264_coeff_last15
0x004288b0:0x00428908, x264_coeff_last16
0x00428910:0x00428a08, x264_coeff_last64
0x00428a10:0x00428aec, x264_coeff_level_run4
0x00428af0:0x00428bec, x264_coeff_level_run15
0x00428bf0:0x00428cf7, x264_coeff_level_run16
0x00428d00:0x0042a34b, x264_frame_deblock_row
0x0042a350:0x0042a3d1, x264_deblock_init
0x0042a3e0:0x0042a3f4, deblock_v_luma_c
0x0042a400:0x0042a416, deblock_h_luma_c
0x0042a420:0x0042a434, deblock_v_chroma_c
0x0042a440:0x0042a456, deblock_h_chroma_c
0x0042a460:0x0042a471, deblock_v_luma_intra_c
0x0042a480:0x0042a493, deblock_h_luma_intra_c
0x0042a4a0:0x0042a4b1, deblock_v_chroma_intra_c
0x0042a4c0:0x0042a4d3, deblock_h_chroma_intra_c
0x0042a4e0:0x0042ad6d, deblock_strength_c
0x0042ad70:0x0042afe7, deblock_luma_c
0x0042aff0:0x0042b1e8, deblock_chroma_c
0x0042b1f0:0x0042b413, deblock_luma_intra_c
0x0042b420:0x0042b786, deblock_chroma_intra_c
0x0042b790:0x0042b958, x264_init_vlc_tables
0x0042b960:0x0042bb31, x264_mb_predict_mv
0x0042bb40:0x0042bc81, x264_mb_predict_mv_16x16
0x0042bc90:0x0042bcd0, x264_mb_predict_mv_pskip
0x0042bcd0:0x0042d1ab, x264_mb_predict_mv_direct16x16
0x0042d1b0:0x0042d4fc, x264_mb_predict_mv_ref16x16
0x0042d500:0x0042f2a7, x264_rd_cost_part
0x0042f2b0:0x0043142f, x264_rd_cost_mb
0x00431430:0x00431679, ssd_plane
0x00431680:0x00431e09, x264_rdo_init
0x00431e10:0x00431e9d, x264_quant_dc_trellis
0x00431ea0:0x00432b4a, quant_trellis_cabac
0x00432b50:0x00432be3, x264_quant_4x4_trellis
0x00432bf0:0x00432c58, x264_quant_8x8_trellis
0x00432c60:0x0043305b, x264_analyse_init_costs
0x00433060:0x004330ee, x264_analyse_free_costs
0x004330f0:0x00433244, x264_analyse_weight_frame
0x00433250:0x0043be55, x264_macroblock_analyse
0x0043be60:0x0043c982, x264_mb_analyse_intra
0x0043c990:0x0043ca5f, x264_intra_rd
0x0043ca60:0x0043dc7d, x264_intra_rd_refine
0x0043dc80:0x0043de09, x264_mb_cache_mv_p8x8
0x0043de10:0x0043e08c, x264_mb_analyse_intra_chroma
0x0043e090:0x0043f04e, x264_analyse_update_cache
0x0043f050:0x0043f28a, x264_mb_analyse_b_rd
0x0043f290:0x0043fca1, x264_mb_analyse_inter_b16x8
0x0043fcb0:0x0043fdae, x264_weight_plane_analyse
0x0043fdb0:0x00440962, x264_weights_analyse
0x00440970:0x00440e4b, x264_slicetype_frame_cost
0x00440e50:0x00442a99, x264_slicetype_analyse
0x00442aa0:0x00442d31, scenecut
0x00442d40:0x004436e6, x264_slicetype_decide
0x004436f0:0x00443a18, x264_rc_analyse_slice
0x00443a20:0x00443bf2, x264_slicetype_frame_cost_recalculate
0x00443c00:0x0044745c, x264_macroblock_size_cabac
0x00447460:0x00447cc3, x264_cabac_mb8x8_mvd
0x00447cd0:0x00447f37, x264_cabac_mb_mvd_cpn
0x00447f40:0x004483f8, block_residual_write_cabac_internal
0x00448400:0x00448928, cavlc_mb8x8_mvd
0x00448930:0x00448d0e, block_residual_write_cavlc
0x00448d10:0x00449037, x264_macroblock_luma_write_cavlc
0x00449040:0x00449876, x264_rd_cost_i8x8_chroma
0x00449880:0x0044a20e, x264_mb_analyse_inter_p4x4_chroma
0x0044a210:0x0044a49f, x264_mb_cache_mv_b8x8
0x0044a4a0:0x0044b4cd, x264_slicetype_mb_cost
0x0044b4d0:0x0044b652, scenecut_internal
0x0044b660:0x0044bdab, x264_macroblock_tree_propagate
0x0044bdb0:0x00450d45, x264_me_search_ref
0x00450d50:0x00452328, refine_subpel
0x00452330:0x00452363, x264_me_refine_qpel
0x00452370:0x0045239b, x264_me_refine_qpel_refdupe
0x004523a0:0x004523b5, x264_me_refine_bidir_satd
0x004523c0:0x004534f6, x264_me_refine_bidir
0x00453500:0x0045352e, x264_me_refine_bidir_rd
0x00453530:0x00454952, x264_me_refine_qpel_rd
0x00454960:0x00455111, x264_adaptive_quant_frame
0x00455120:0x00455339, x264_macroblock_tree_read
0x00455340:0x004555a7, x264_reference_build_list_optimal
0x004555b0:0x00455a51, x264_ratecontrol_init_reconfigurable
0x00455a60:0x00459b0d, x264_ratecontrol_new
0x00459b10:0x00459bfa, x264_ratecontrol_summary
0x00459c00:0x00459daf, x264_ratecontrol_delete
0x00459db0:0x0045a362, x264_ratecontrol_start
0x0045a370:0x0045b396, rate_estimate_qscale
0x0045b3a0:0x0045bb07, x264_ratecontrol_mb
0x0045bb10:0x0045be6a, predict_row_size_sum
0x0045be70:0x0045bea3, x264_ratecontrol_qp
0x0045beb0:0x0045bf1e, x264_ratecontrol_mb_qp
0x0045bf20:0x0045c169, x264_ratecontrol_slice_type
0x0045c170:0x0045c1cb, x264_ratecontrol_set_weights
0x0045c1d0:0x0045cd2c, x264_ratecontrol_end
0x0045cd30:0x0045ce1b, x264_hrd_fullness
0x0045ce20:0x0045d005, x264_threads_normalize_predictors
0x0045d010:0x0045d97a, x264_threads_distribute_ratecontrol
0x0045d980:0x0045ddfa, x264_threads_merge_ratecontrol
0x0045de00:0x0045e05d, x264_thread_sync_ratecontrol
0x0045e060:0x0045e88f, clip_qscale
0x0045e890:0x0045eb2b, find_underflow
0x0045eb30:0x0045ef8d, x264_sps_init
0x0045ef90:0x00461218, x264_sps_write
0x00461220:0x004624fe, x264_pps_init
0x00462500:0x00462eaa, x264_pps_write
0x00462eb0:0x00463185, scaling_list_write
0x00463190:0x00463580, x264_sei_recovery_point_write
0x00463580:0x004638c6, x264_sei_version_write
0x004638d0:0x00463cd8, x264_sei_buffering_period_write
0x00463ce0:0x00464100, x264_sei_pic_timing_write
0x00464100:0x0046423c, x264_filler_write
0x00464240:0x0046453e, x264_validate_levels
0x00464540:0x004646a2, x264_mb_encode_i4x4
0x004646b0:0x00464898, x264_mb_encode_i8x8
0x004648a0:0x004659c1, x264_mb_encode_8x8_chroma
0x004659d0:0x00465c37, x264_mb_optimize_chroma_dc
0x00465c40:0x00465d31, x264_predict_lossless_8x8_chroma
0x00465d40:0x00465dcb, x264_predict_lossless_4x4
0x00465dd0:0x00465e52, x264_predict_lossless_8x8
0x00465e60:0x00465ee7, x264_predict_lossless_16x16
0x00465ef0:0x00468565, x264_macroblock_encode
0x00468570:0x00468b7d, x264_macroblock_probe_skip
0x00468b80:0x00468fdb, x264_noise_reduction_update
0x00468fe0:0x00469dd1, x264_macroblock_encode_p8x8
0x00469de0:0x00469f25, x264_macroblock_encode_p4x4
0x00469f30:0x00469fa1, x264_cabac_mb_skip
0x00469fb0:0x0046d9e7, x264_macroblock_write_cabac
0x0046d9f0:0x0046dd2f, block_residual_write_cabac
0x0046dd30:0x0046de3d, x264_cabac_mb_type_intra
0x0046de40:0x0046dfb3, x264_cabac_mb_mvd_cpn_0
0x0046dfc0:0x004726ba, x264_macroblock_write_cavlc
0x004726c0:0x00472b47, block_residual_write_cavlc_0
0x00472b50:0x00472d4d, block_residual_write_cavlc_escape
0x00472d50:0x004739df, x264_encoder_open_96
0x004739e0:0x00474bf8, x264_validate_parameters
0x00474c00:0x00474cf5, x264_set_aspect_ratio
0x00474d00:0x004750c1, x264_encoder_reconfig
0x004750d0:0x004750ef, x264_encoder_parameters
0x004750f0:0x004754c7, x264_encoder_headers
0x004754d0:0x00475714, x264_encoder_encapsulate_nals
0x00475720:0x00475837, x264_weighted_reference_duplicate
0x00475840:0x0047585a, x264_encoder_intra_refresh
0x00475860:0x0047af8b, x264_encoder_encode
0x0047af90:0x0047c6ce, x264_encoder_frame_end
0x0047c6d0:0x0047e39e, x264_encoder_close
0x0047e3a0:0x0047e49e, x264_encoder_delayed_frames
0x0047e4a0:0x0047e6b4, x264_slice_header_init
0x0047e6c0:0x0047eb79, x264_fdec_filter_row
0x0047eb80:0x0047ed8a, x264_lookahead_init
0x0047ed90:0x0047ee31, x264_lookahead_delete
0x0047ee40:0x0047ee5f, x264_lookahead_put_frame
0x0047ee60:0x0047ee7a, x264_lookahead_is_empty
0x0047ee80:0x0047f070, x264_lookahead_get_frames
0x0047f070:0x0048051e, open_file
0x00480520:0x00480524, get_frame_total
0x00480530:0x00480607, read_frame
0x00480610:0x00480622, release_frame
0x00480630:0x00480655, close_file
0x00480660:0x0048086f, correct_fps
0x00480870:0x004809d7, open_file_0
0x004809e0:0x00480a33, get_frame_total_0
0x00480a40:0x00480b34, read_frame_0
0x00480b40:0x00480b62, close_file_0
0x00480b70:0x00480f66, open_file_1
0x00480f70:0x00480fdc, get_frame_total_1
0x00480fe0:0x00481163, read_frame_1
0x00481170:0x00481192, close_file_1
0x004811a0:0x004811da, open_file_2
0x004811e0:0x004811e3, set_param
0x004811f0:0x00481224, write_headers
0x00481230:0x00481256, write_frame
0x00481260:0x00481276, close_file_2
0x00481280:0x004812ef, open_file_3
0x004812f0:0x004813a3, set_param_0
0x004813b0:0x00481559, write_headers_0
0x00481560:0x00481603, write_frame_0
0x00481610:0x00481655, close_file_3
0x00481660:0x004817af, mk_create_writer
0x004817b0:0x00483e4b, mk_writeHeader
0x00483e50:0x00483f59, mk_write_uint
0x00483f60:0x00483f82, mk_start_frame
0x00483f90:0x004842fa, mk_flush_frame
0x00484300:0x00484329, mk_set_frame_flags
0x00484330:0x00484457, mk_add_frame_data
0x00484460:0x004844e7, mk_append_context_data
0x004844f0:0x00484772, mk_close
0x00484780:0x00484b88, mk_close_cluster
0x00484b90:0x00484c01, mk_write_id
0x00484c10:0x00484e95, mk_write_size
0x00484ea0:0x00484f58, open_file_4
0x00484f60:0x00485178, set_param_1
0x00485180:0x00485336, write_headers_1
0x00485340:0x00485597, write_frame_1
0x004855a0:0x004857b7, close_file_4
0x004857c0:0x004857c6, dbl2int
0x004857d0:0x0048582d, x264_put_byte
0x00485830:0x004858b4, flv_append_data
0x004858c0:0x00485a3b, x264_put_be32
0x00485a40:0x00485a65, x264_put_be64
0x00485a70:0x00485b2b, x264_put_be16
0x00485b30:0x00485c4a, x264_put_be24
0x00485c50:0x00485cde, x264_put_tag
0x00485ce0:0x00485e35, x264_put_amf_string
0x00485e40:0x00485ed0, x264_put_amf_double
0x00485ed0:0x00485f44, flv_create_writer
0x00485f50:0x00485f6e, rewrite_amf_be24
0x00485f70:0x00485faf, flv_flush_data
0x00485fb0:0x004860a6, open_file_5
0x004860b0:0x004860b7, get_frame_total_2
0x004860c0:0x00486224, read_frame_2
0x00486230:0x00486242, release_frame_0
0x00486250:0x0048627a, close_file_5
0x00486280:0x00487f9f, main
0x00487fa0:0x00487fa8, SigIntHandler
0x00487fb0:0x00488bbf, Help
0x00488bc0:0x00488c25, __libc_csu_init
0x00488c30:0x00488c32, __libc_csu_fini
