0x00403650:0x00403670, __cxx_global_var_init
0x00404d70:0x00404d75, _ZNSaImEC2IbEERKSaIT_E
0x00404d80:0x00404dce, _ZNSt13_Bvector_baseISaIbEE13_Bvector_implC2EOSaImE
0x00404dd0:0x00404dd1, _ZN9__gnu_cxx13new_allocatorImEC2Ev
0x00404de0:0x00404de4, _ZSt4moveIRSaImEEONSt16remove_referenceIT_E4typeEOS3_
0x00404df0:0x00404df5, _ZNSaImEC2ERKS_
0x00404e00:0x00404e09, _ZNSt13_Bit_iteratorC2Ev
0x00404e10:0x00404e11, _ZN9__gnu_cxx13new_allocatorImEC2ERKS1_
0x00404e20:0x00404e27, _ZNSt18_Bit_iterator_baseC2EPmj
0x00404e30:0x00404e48, _ZNSt13_Bvector_baseISaIbEE11_M_allocateEm
0x00404e50:0x00404e59, _ZNSt13_Bvector_baseISaIbEE8_S_nwordEm
0x00404e60:0x00404e64, _ZSt11__addressofImEPT_RS0_
0x00404e70:0x00404e75, _ZNSt13_Bit_iteratorC2EPmj
0x00404e80:0x00404ea3, _ZNKSt13_Bit_iteratorplEl
0x00404eb0:0x00404eb7, _ZNSt16allocator_traitsISaImEE8allocateERS0_m
0x00404ec0:0x00404ee0, _ZN9__gnu_cxx13new_allocatorImE8allocateEmPKv
0x00404ee0:0x00404eeb, _ZNK9__gnu_cxx13new_allocatorImE8max_sizeEv
0x00404ef0:0x00404efe, _ZNSt13_Bit_iteratorpLEl
0x00404f00:0x00404f42, _ZNSt18_Bit_iterator_base7_M_incrEl
0x00404f50:0x00404f6d, _ZSt8__fill_aIPmiEN9__gnu_cxx11__enable_ifIXsr11__is_scalarIT0_EE7__valueEvE6__typeET_S6_RKS3_
0x00404f70:0x00404f75, _ZSt12__niter_baseIPmENSt11_Niter_baseIT_E13iterator_typeES2_
0x00404f80:0x00404f84, _ZNSt10_Iter_baseIPmLb0EE7_S_baseES0_
0x00404f90:0x00404fbe, _ZNSt13_Bvector_baseISaIbEE13_M_deallocateEv
0x00404fc0:0x00404fc1, _ZN9__gnu_cxx13new_allocatorImED2Ev
0x00404fd0:0x00404fd5, _ZNSt16allocator_traitsISaImEE10deallocateERS0_Pmm
0x00404fe0:0x00404fe8, _ZN9__gnu_cxx13new_allocatorImE10deallocateEPmm
0x00404ff0:0x0040501b, _ZNKSt13_Bit_iteratordeEv
0x00405020:0x00405028, _ZNSt14_Bit_referenceC2EPmm
0x00405030:0x0040509d, _ZN7KoState9init_gameEif
0x004050a0:0x0040512c, _ZN7KoState10legal_moveEi
0x00405130:0x0040513f, _ZN7KoState9play_moveEi
0x00405140:0x00405201, _ZN7KoState7superkoEv
0x00405210:0x004052d1, _ZN7KoState7superkoEy
0x004052e0:0x0040534d, _ZN7KoState10reset_gameEv
0x00405350:0x00405380, _ZN7KoState9play_passEv
0x00405380:0x004053c1, _ZN7KoState9play_moveEii
0x004053d0:0x004053d8, _ZNSt6vectorIySaIyEE5clearEv
0x004053e0:0x004053f8, _ZNSt6vectorIySaIyEE9push_backEOy
0x00405400:0x00405462, _ZN7KoStateC2ERKS_
0x00405470:0x00405495, _ZN7KoStateD2Ev
0x004054a0:0x004054bc, _ZNSt6vectorIySaIyEE6rbeginEv
0x004054c0:0x004054e8, _ZNSt16reverse_iteratorIN9__gnu_cxx17__normal_iteratorIPKySt6vectorIySaIyEEEEEC2INS1_IPyS6_EEEERKS_IT_E
0x004054f0:0x0040550c, _ZNSt6vectorIySaIyEE4rendEv
0x00405510:0x00405515, _ZNSt16reverse_iteratorIN9__gnu_cxx17__normal_iteratorIPKySt6vectorIySaIyEEEEEC2Ev
0x00405520:0x0040557b, _ZSt4findISt16reverse_iteratorIN9__gnu_cxx17__normal_iteratorIPKySt6vectorIySaIyEEEEEyET_SA_SA_RKT0_
0x00405580:0x0040558e, _ZNSt16reverse_iteratorIN9__gnu_cxx17__normal_iteratorIPKySt6vectorIySaIyEEEEEppEv
0x00405590:0x00405597, _ZNSt16reverse_iteratorIN9__gnu_cxx17__normal_iteratorIPKySt6vectorIySaIyEEEEEC2ERKS8_
0x004055a0:0x004055aa, _ZStneIN9__gnu_cxx17__normal_iteratorIPKySt6vectorIySaIyEEEEEbRKSt16reverse_iteratorIT_ESC_
0x004055b0:0x004055df, _ZNSt6vectorIySaIyEE9push_backERKy
0x004055e0:0x00405614, _ZN9FastStateC2ERKS_
0x00405620:0x004056cd, _ZNSt6vectorIySaIyEEC2ERKS1_
0x004056d0:0x00405712, _ZNSt6vectorIySaIyEED2Ev
0x00405720:0x00405725, _ZN9FastStateD2Ev
0x00405730:0x00405758, _ZN9FullBoardC2ERKS_
0x00405760:0x0040579c, _ZN9FastBoardC2ERKS_
0x004057a0:0x0040584d, _ZNSt6vectorIiSaIiEEC2ERKS1_
0x00405850:0x0040585c, _ZNKSt6vectorIiSaIiEE4sizeEv
0x00405860:0x0040586e, _ZN9__gnu_cxx14__alloc_traitsISaIiEE17_S_select_on_copyERKS1_
0x00405870:0x00405874, _ZNKSt12_Vector_baseIiSaIiEE19_M_get_Tp_allocatorEv
0x00405880:0x004058b8, _ZNSt12_Vector_baseIiSaIiEEC2EmRKS0_
0x004058c0:0x004058c1, _ZN9__gnu_cxx13new_allocatorIiED2Ev
0x004058d0:0x004058d5, _ZSt22__uninitialized_copy_aIN9__gnu_cxx17__normal_iteratorIPKiSt6vectorIiSaIiEEEEPiiET0_T_SA_S9_RSaIT1_E
0x004058e0:0x00405905, _ZNKSt6vectorIiSaIiEE5beginEv
0x00405910:0x00405936, _ZNKSt6vectorIiSaIiEE3endEv
0x00405940:0x00405944, _ZNSt12_Vector_baseIiSaIiEE19_M_get_Tp_allocatorEv
0x00405950:0x0040598c, _ZNSt12_Vector_baseIiSaIiEED2Ev
0x00405990:0x0040599e, _ZNSt16allocator_traitsISaIiEE37select_on_container_copy_constructionERKS0_
0x004059a0:0x004059a5, _ZNSaIiEC2ERKS_
0x004059b0:0x004059b1, _ZN9__gnu_cxx13new_allocatorIiEC2ERKS1_
0x004059c0:0x004059db, _ZNSt12_Vector_baseIiSaIiEE12_Vector_implC2ERKS0_
0x004059e0:0x00405a06, _ZNSt12_Vector_baseIiSaIiEE17_M_create_storageEm
0x00405a10:0x00405a1d, _ZNSt12_Vector_baseIiSaIiEE11_M_allocateEm
0x00405a20:0x00405a27, _ZNSt16allocator_traitsISaIiEE8allocateERS0_m
0x00405a30:0x00405a50, _ZN9__gnu_cxx13new_allocatorIiE8allocateEmPKv
0x00405a50:0x00405a5b, _ZNK9__gnu_cxx13new_allocatorIiE8max_sizeEv
0x00405a60:0x00405a65, _ZSt18uninitialized_copyIN9__gnu_cxx17__normal_iteratorIPKiSt6vectorIiSaIiEEEEPiET0_T_SA_S9_
0x00405a70:0x00405a75, _ZNSt20__uninitialized_copyILb1EE13__uninit_copyIN9__gnu_cxx17__normal_iteratorIPKiSt6vectorIiSaIiEEEEPiEET0_T_SC_SB_
0x00405a80:0x00405aae, _ZSt4copyIN9__gnu_cxx17__normal_iteratorIPKiSt6vectorIiSaIiEEEEPiET0_T_SA_S9_
0x00405ab0:0x00405ae9, _ZSt14__copy_move_a2ILb0EN9__gnu_cxx17__normal_iteratorIPKiSt6vectorIiSaIiEEEEPiET1_T0_SA_S9_
0x00405af0:0x00405af5, _ZSt12__miter_baseIN9__gnu_cxx17__normal_iteratorIPKiSt6vectorIiSaIiEEEEENSt11_Miter_baseIT_E13iterator_typeES9_
0x00405b00:0x00405b05, _ZSt13__copy_move_aILb0EPKiPiET1_T0_S4_S3_
0x00405b10:0x00405b15, _ZSt12__niter_baseIN9__gnu_cxx17__normal_iteratorIPKiSt6vectorIiSaIiEEEEENSt11_Niter_baseIT_E13iterator_typeES9_
0x00405b20:0x00405b25, _ZSt12__niter_baseIPiENSt11_Niter_baseIT_E13iterator_typeES2_
0x00405b30:0x00405b66, _ZNSt11__copy_moveILb0ELb1ESt26random_access_iterator_tagE8__copy_mIiEEPT_PKS3_S6_S4_
0x00405b70:0x00405b82, _ZNSt10_Iter_baseIN9__gnu_cxx17__normal_iteratorIPKiSt6vectorIiSaIiEEEELb1EE7_S_baseES7_
0x00405b90:0x00405b94, _ZNK9__gnu_cxx17__normal_iteratorIPKiSt6vectorIiSaIiEEE4baseEv
0x00405ba0:0x00405ba4, _ZNSt10_Iter_baseIPiLb0EE7_S_baseES0_
0x00405bb0:0x00405bb4, _ZNSt10_Iter_baseIN9__gnu_cxx17__normal_iteratorIPKiSt6vectorIiSaIiEEEELb0EE7_S_baseES7_
0x00405bc0:0x00405bc7, _ZN9__gnu_cxx17__normal_iteratorIPKiSt6vectorIiSaIiEEEC2ERKS2_
0x00405bd0:0x00405bdb, _ZNSt12_Vector_baseIiSaIiEE13_M_deallocateEPim
0x00405be0:0x00405beb, __clang_call_terminate
0x00405bf0:0x00405bf5, _ZNSt16allocator_traitsISaIiEE10deallocateERS0_Pim
0x00405c00:0x00405c08, _ZN9__gnu_cxx13new_allocatorIiE10deallocateEPim
0x00405c10:0x00405c1c, _ZNKSt6vectorIySaIyEE4sizeEv
0x00405c20:0x00405c2e, _ZN9__gnu_cxx14__alloc_traitsISaIyEE17_S_select_on_copyERKS1_
0x00405c30:0x00405c34, _ZNKSt12_Vector_baseIySaIyEE19_M_get_Tp_allocatorEv
0x00405c40:0x00405c78, _ZNSt12_Vector_baseIySaIyEEC2EmRKS0_
0x00405c80:0x00405c81, _ZN9__gnu_cxx13new_allocatorIyED2Ev
0x00405c90:0x00405c95, _ZSt22__uninitialized_copy_aIN9__gnu_cxx17__normal_iteratorIPKySt6vectorIySaIyEEEEPyyET0_T_SA_S9_RSaIT1_E
0x00405ca0:0x00405cc5, _ZNKSt6vectorIySaIyEE5beginEv
0x00405cd0:0x00405cf6, _ZNKSt6vectorIySaIyEE3endEv
0x00405d00:0x00405d04, _ZNSt12_Vector_baseIySaIyEE19_M_get_Tp_allocatorEv
0x00405d10:0x00405d4c, _ZNSt12_Vector_baseIySaIyEED2Ev
0x00405d50:0x00405d5e, _ZNSt16allocator_traitsISaIyEE37select_on_container_copy_constructionERKS0_
0x00405d60:0x00405d65, _ZNSaIyEC2ERKS_
0x00405d70:0x00405d71, _ZN9__gnu_cxx13new_allocatorIyEC2ERKS1_
0x00405d80:0x00405d9b, _ZNSt12_Vector_baseIySaIyEE12_Vector_implC2ERKS0_
0x00405da0:0x00405dc6, _ZNSt12_Vector_baseIySaIyEE17_M_create_storageEm
0x00405dd0:0x00405ddd, _ZNSt12_Vector_baseIySaIyEE11_M_allocateEm
0x00405de0:0x00405de7, _ZNSt16allocator_traitsISaIyEE8allocateERS0_m
0x00405df0:0x00405e10, _ZN9__gnu_cxx13new_allocatorIyE8allocateEmPKv
0x00405e10:0x00405e1b, _ZNK9__gnu_cxx13new_allocatorIyE8max_sizeEv
0x00405e20:0x00405e25, _ZSt18uninitialized_copyIN9__gnu_cxx17__normal_iteratorIPKySt6vectorIySaIyEEEEPyET0_T_SA_S9_
0x00405e30:0x00405e35, _ZNSt20__uninitialized_copyILb1EE13__uninit_copyIN9__gnu_cxx17__normal_iteratorIPKySt6vectorIySaIyEEEEPyEET0_T_SC_SB_
0x00405e40:0x00405e6e, _ZSt4copyIN9__gnu_cxx17__normal_iteratorIPKySt6vectorIySaIyEEEEPyET0_T_SA_S9_
0x00405e70:0x00405ea9, _ZSt14__copy_move_a2ILb0EN9__gnu_cxx17__normal_iteratorIPKySt6vectorIySaIyEEEEPyET1_T0_SA_S9_
0x00405eb0:0x00405eb5, _ZSt12__miter_baseIN9__gnu_cxx17__normal_iteratorIPKySt6vectorIySaIyEEEEENSt11_Miter_baseIT_E13iterator_typeES9_
0x00405ec0:0x00405ec5, _ZSt13__copy_move_aILb0EPKyPyET1_T0_S4_S3_
0x00405ed0:0x00405ed5, _ZSt12__niter_baseIN9__gnu_cxx17__normal_iteratorIPKySt6vectorIySaIyEEEEENSt11_Niter_baseIT_E13iterator_typeES9_
0x00405ee0:0x00405ee5, _ZSt12__niter_baseIPyENSt11_Niter_baseIT_E13iterator_typeES2_
0x00405ef0:0x00405f26, _ZNSt11__copy_moveILb0ELb1ESt26random_access_iterator_tagE8__copy_mIyEEPT_PKS3_S6_S4_
0x00405f30:0x00405f42, _ZNSt10_Iter_baseIN9__gnu_cxx17__normal_iteratorIPKySt6vectorIySaIyEEEELb1EE7_S_baseES7_
0x00405f50:0x00405f54, _ZNK9__gnu_cxx17__normal_iteratorIPKySt6vectorIySaIyEEE4baseEv
0x00405f60:0x00405f64, _ZNSt10_Iter_baseIPyLb0EE7_S_baseES0_
0x00405f70:0x00405f74, _ZNSt10_Iter_baseIN9__gnu_cxx17__normal_iteratorIPKySt6vectorIySaIyEEEELb0EE7_S_baseES7_
0x00405f80:0x00405f87, _ZN9__gnu_cxx17__normal_iteratorIPKySt6vectorIySaIyEEEC2ERKS2_
0x00405f90:0x00405f9b, _ZNSt12_Vector_baseIySaIyEE13_M_deallocateEPym
0x00405fa0:0x00405fa5, _ZNSt16allocator_traitsISaIyEE10deallocateERS0_Pym
0x00405fb0:0x00405fb8, _ZN9__gnu_cxx13new_allocatorIyE10deallocateEPym
0x00405fc0:0x00405fc5, _ZSt8_DestroyIPyyEvT_S1_RSaIT0_E
0x00405fd0:0x00405fd5, _ZSt8_DestroyIPyEvT_S1_
0x00405fe0:0x00405fe1, _ZNSt12_Destroy_auxILb1EE9__destroyIPyEEvT_S3_
0x00405ff0:0x00405ffc, _ZN9FastBoardD2Ev
0x00406000:0x00406042, _ZNSt6vectorIiSaIiEED2Ev
0x00406050:0x00406055, _ZSt8_DestroyIPiiEvT_S1_RSaIT0_E
0x00406060:0x00406065, _ZSt8_DestroyIPiEvT_S1_
0x00406070:0x00406071, _ZNSt12_Destroy_auxILb1EE9__destroyIPiEEvT_S3_
0x00406080:0x004060b4, _ZNSt6vectorIySaIyEE15_M_erase_at_endEPy
0x004060c0:0x0040610e, _ZNSt6vectorIySaIyEE12emplace_backIJyEEEvDpOT_
0x00406110:0x00406114, _ZSt4moveIRyEONSt16remove_referenceIT_E4typeEOS2_
0x00406120:0x00406147, _ZNSt16allocator_traitsISaIyEE9constructIyJyEEEvRS0_PT_DpOT0_
0x00406150:0x00406154, _ZSt7forwardIyEOT_RNSt16remove_referenceIS0_E4typeE
0x00406160:0x00406292, _ZNSt6vectorIySaIyEE19_M_emplace_back_auxIJyEEEvDpOT_
0x004062a0:0x004062b4, _ZN9__gnu_cxx13new_allocatorIyE9constructIyJyEEEvPT_DpOT0_
0x004062c0:0x00406357, _ZNKSt6vectorIySaIyEE12_M_check_lenEmPKc
0x00406360:0x0040639d, _ZSt34__uninitialized_move_if_noexcept_aIPyS0_SaIyEET0_T_S3_S2_RT1_
0x004063a0:0x004063a5, _ZNSt16allocator_traitsISaIyEE7destroyIyEEvRS0_PT_
0x004063b0:0x004063bf, _ZNKSt6vectorIySaIyEE8max_sizeEv
0x004063c0:0x004063ce, _ZSt3maxImERKT_S2_S2_
0x004063d0:0x004063d5, _ZNSt16allocator_traitsISaIyEE8max_sizeERKS0_
0x004063e0:0x004063e5, _ZSt22__uninitialized_copy_aISt13move_iteratorIPyES1_yET0_T_S4_S3_RSaIT1_E
0x004063f0:0x00406405, _ZSt32__make_move_if_noexcept_iteratorIPySt13move_iteratorIS0_EET0_T_
0x00406410:0x00406415, _ZSt18uninitialized_copyISt13move_iteratorIPyES1_ET0_T_S4_S3_
0x00406420:0x00406425, _ZNSt20__uninitialized_copyILb1EE13__uninit_copyISt13move_iteratorIPyES3_EET0_T_S6_S5_
0x00406430:0x0040645e, _ZSt4copyISt13move_iteratorIPyES1_ET0_T_S4_S3_
0x00406460:0x00406499, _ZSt14__copy_move_a2ILb1EPyS0_ET1_T0_S2_S1_
0x004064a0:0x004064a5, _ZSt12__miter_baseISt13move_iteratorIPyEENSt11_Miter_baseIT_E13iterator_typeES4_
0x004064b0:0x004064b5, _ZSt13__copy_move_aILb1EPyS0_ET1_T0_S2_S1_
0x004064c0:0x004064f6, _ZNSt11__copy_moveILb1ELb1ESt26random_access_iterator_tagE8__copy_mIyEEPT_PKS3_S6_S4_
0x00406500:0x0040650f, _ZNSt10_Iter_baseISt13move_iteratorIPyELb1EE7_S_baseES2_
0x00406510:0x00406514, _ZNKSt13move_iteratorIPyE4baseEv
0x00406520:0x00406524, _ZNSt13move_iteratorIPyEC2ES0_
0x00406530:0x00406531, _ZN9__gnu_cxx13new_allocatorIyE7destroyIyEEvPT_
0x00406540:0x00406553, _ZNSt6vectorIySaIyEE3endEv
0x00406560:0x00406564, _ZNSt16reverse_iteratorIN9__gnu_cxx17__normal_iteratorIPySt6vectorIySaIyEEEEEC2ES6_
0x00406570:0x00406577, _ZN9__gnu_cxx17__normal_iteratorIPySt6vectorIySaIyEEEC2ERKS1_
0x00406580:0x00406584, _ZNKSt16reverse_iteratorIN9__gnu_cxx17__normal_iteratorIPySt6vectorIySaIyEEEEE4baseEv
0x00406590:0x004065a4, _ZN9__gnu_cxx17__normal_iteratorIPKySt6vectorIySaIyEEEC2IPyEERKNS0_IT_NS_11__enable_ifIXsr3std10__are_sameIS9_S8_EE7__valueES5_E6__typeEEE
0x004065b0:0x004065b4, _ZNK9__gnu_cxx17__normal_iteratorIPySt6vectorIySaIyEEE4baseEv
0x004065c0:0x004065d5, _ZNSt6vectorIySaIyEE5beginEv
0x004065e0:0x004065e8, _ZN9__gnu_cxx17__normal_iteratorIPKySt6vectorIySaIyEEEC2Ev
0x004065f0:0x004065f8, _ZN9__gnu_cxx17__normal_iteratorIPKySt6vectorIySaIyEEEmmEv
0x00406600:0x00406662, _ZSt9__find_ifISt16reverse_iteratorIN9__gnu_cxx17__normal_iteratorIPKySt6vectorIySaIyEEEEENS1_5__ops16_Iter_equals_valIS3_EEET_SD_SD_T0_
0x00406670:0x00406685, _ZN9__gnu_cxx5__ops17__iter_equals_valIKyEENS0_16_Iter_equals_valIT_EERS4_
0x00406690:0x00406865, _ZSt9__find_ifISt16reverse_iteratorIN9__gnu_cxx17__normal_iteratorIPKySt6vectorIySaIyEEEEENS1_5__ops16_Iter_equals_valIS3_EEET_SD_SD_T0_St26random_access_iterator_tag
0x00406870:0x00406871, _ZSt19__iterator_categoryISt16reverse_iteratorIN9__gnu_cxx17__normal_iteratorIPKySt6vectorIySaIyEEEEEENSt15iterator_traitsIT_E17iterator_categoryERKSB_
0x00406880:0x004068b4, _ZStmiIN9__gnu_cxx17__normal_iteratorIPKySt6vectorIySaIyEEEEENSt16reverse_iteratorIT_E15difference_typeERKSA_SD_
0x004068c0:0x004068da, _ZN9__gnu_cxx5__ops16_Iter_equals_valIKyEclISt16reverse_iteratorINS_17__normal_iteratorIPS2_St6vectorIySaIyEEEEEEEbT_
0x004068e0:0x00406909, _ZN9__gnu_cxxmiIPKySt6vectorIySaIyEEEENS_17__normal_iteratorIT_T0_E15difference_typeERKS9_SC_
0x00406910:0x00406914, _ZNKSt16reverse_iteratorIN9__gnu_cxx17__normal_iteratorIPKySt6vectorIySaIyEEEEE4baseEv
0x00406920:0x0040693a, _ZNKSt16reverse_iteratorIN9__gnu_cxx17__normal_iteratorIPKySt6vectorIySaIyEEEEEdeEv
0x00406940:0x00406944, _ZNK9__gnu_cxx17__normal_iteratorIPKySt6vectorIySaIyEEEdeEv
0x00406950:0x00406954, _ZN9__gnu_cxx5__ops16_Iter_equals_valIKyEC2ERS2_
0x00406960:0x00406991, _ZSteqIN9__gnu_cxx17__normal_iteratorIPKySt6vectorIySaIyEEEEEbRKSt16reverse_iteratorIT_ESC_
0x004069a0:0x004069c5, _ZN9__gnu_cxxeqIPKySt6vectorIySaIyEEEEbRKNS_17__normal_iteratorIT_T0_EESB_
0x004069d0:0x004069f7, _ZNSt16allocator_traitsISaIyEE9constructIyJRKyEEEvRS0_PT_DpOT0_
0x00406a00:0x00406b32, _ZNSt6vectorIySaIyEE19_M_emplace_back_auxIJRKyEEEvDpOT_
0x00406b40:0x00406b54, _ZN9__gnu_cxx13new_allocatorIyE9constructIyJRKyEEEvPT_DpOT0_
0x00406b60:0x00406b64, _ZSt7forwardIRKyEOT_RNSt16remove_referenceIS2_E4typeE
0x00406b70:0x00406bb4, _ZN7PlayoutC2Ev
0x00406bc0:0x00406bc6, _ZN7Playout9get_scoreEv
0x00406bd0:0x00406bd9, _ZN7Playout15set_final_scoreEf
0x00406be0:0x00406e5e, _ZN7Playout3runER9FastStateb
0x00406e60:0x00406ead, _ZN7Playout11passthroughEii
0x00406eb0:0x00407029, _ZN7Playout20do_playout_benchmarkER9GameState
0x00407030:0x00407125, _ZN7Playout8mc_ownerER9FastStatei
0x00407130:0x0040715a, _ZN5boost5arrayISt6bitsetILm441EELm2EEC2Ev
0x00407160:0x00407168, _ZN5boost5arrayISt6bitsetILm441EELm2EEixEm
0x00407170:0x0040717e, _ZNSt6bitsetILm441EE5resetEv
0x00407180:0x0040718e, _ZNSt6bitsetILm441EEixEm
0x00407190:0x004071a8, _ZNKSt6bitsetILm441EE9referencecvbEv
0x004071b0:0x004071b1, _ZNSt6bitsetILm441EE9referenceD2Ev
0x004071c0:0x004071f0, _ZNSt6bitsetILm441EE9referenceaSEb
0x004071f0:0x004071f5, _ZNSt6bitsetILm441EEC2Ev
0x00407200:0x00407211, _ZNSt12_Base_bitsetILm7EEC2Ev
0x00407220:0x00407231, _ZNSt12_Base_bitsetILm7EE11_M_do_resetEv
0x00407240:0x0040726c, _ZNSt6bitsetILm441EE9referenceC2ERS0_m
0x00407270:0x00407282, _ZNSt12_Base_bitsetILm7EE10_M_getwordEm
0x00407290:0x00407297, _ZNSt12_Base_bitsetILm7EE11_S_whichbitEm
0x004072a0:0x004072a8, _ZNSt12_Base_bitsetILm7EE12_S_whichwordEm
0x004072b0:0x004072c5, _ZNSt12_Base_bitsetILm7EE10_S_maskbitEm
0x004072d0:0x00407372, _ZN11TimeControlC2Eiiii
0x00407380:0x0040738a, _ZN11TimeControl13set_boardsizeEi
0x00407390:0x004073bb, _ZN11TimeControl5startEi
0x004073c0:0x004074d4, _ZN11TimeControl4stopEi
0x004074e0:0x0040751d, _ZN11TimeControl12time_forfeitEi
0x00407520:0x004076c5, _ZN11TimeControl13display_timesEv
0x004076d0:0x0040776c, _ZN11TimeControl17max_time_for_moveEi
0x00407770:0x004077af, _ZN11TimeControl11adjust_timeEiii
0x004077b0:0x004077c8, _ZN11TimeControl12get_maintimeEv
0x004077d0:0x004077e1, _ZN11TimeControl18get_remaining_timeEi
0x004077f0:0x0040781a, _ZN5boost5arrayI4TimeLm2EEC2Ev
0x00407820:0x00407825, _ZN5boost5arrayIbLm2EEixEm
0x00407830:0x00407835, _ZN5boost5arrayI4TimeLm2EEixEm
0x00407840:0x00407892, _ZN9UCTSearchC2ER9GameState
0x004078a0:0x004078a9, _ZN9UCTSearch11set_runflagEPb
0x004078b0:0x00407a6e, _ZN9UCTSearch15play_simulationER7KoStateP7UCTNode
0x00407a70:0x00407e02, _ZN9UCTSearch10dump_statsER9GameStateR7UCTNode
0x00407e10:0x00407f44, _ZN9UCTSearch6get_pvB5cxx11ER9GameStateR7UCTNode
0x00407f50:0x0040821f, _ZN9UCTSearch13get_best_moveEi
0x00408220:0x0040833c, _ZN9UCTSearch13dump_analysisEv
0x00408340:0x00408344, _ZN9UCTSearch10is_runningEv
0x00408350:0x004083c5, _ZN9UCTWorkerclEv
0x004083d0:0x004083d6, _ZN9UCTSearch9get_scoreEv
0x004083e0:0x0040867b, _ZN9UCTSearch5thinkEii
0x00408680:0x0040875c, _ZN9UCTSearch6ponderEv
0x00408760:0x0040876e, _ZN9UCTSearch15set_visit_limitEi
0x00408770:0x00408775, _ZN9UCTSearch13set_analyzingEb
0x00408780:0x00408785, _ZN9UCTSearch9set_quietEb
0x00408790:0x004087f2, _ZN9GameStateC2ERKS_
0x00408800:0x00408819, _ZN9GameStateD2Ev
0x00408820:0x00408830, _ZSt3maxIfERKT_S2_S2_
0x00408830:0x00408840, _ZSt3minIfERKT_S2_S2_
0x00408840:0x004088ed, _ZNSt6vectorI7KoStateSaIS0_EEC2ERKS2_
0x004088f0:0x0040890a, _ZNKSt6vectorI7KoStateSaIS0_EE4sizeEv
0x00408910:0x0040891e, _ZN9__gnu_cxx14__alloc_traitsISaI7KoStateEE17_S_select_on_copyERKS2_
