0x00402570:0x00402590, _ZN21POVMS_MessageReceiver17FunctionHandlerOO4CallER13POVMS_MessageS2_i.part.0
0x00405070:0x00405322, _ZN3pov14Recompute_BBoxEPNS_19Bounding_Box_StructEPNS_16Transform_StructE
0x00405330:0x004055e2, _ZN3pov22Recompute_Inverse_BBoxEPNS_19Bounding_Box_StructEPNS_16Transform_StructE
0x004055f0:0x00405b56, _ZN3pov15Build_BBox_TreeEPPNS_16BBox_Tree_StructElRS2_lS2_
0x00405b60:0x00405f4c, _ZN3pov20Build_Bounding_SlabsEPPNS_16BBox_Tree_StructE
0x00405f50:0x00405fcf, _ZN3pov22Destroy_Bounding_SlabsEv
0x00405fd0:0x004060e6, _ZN3pov21Priority_Queue_DeleteEPNS_21Priority_Queue_StructEPdPPNS_16BBox_Tree_StructE
0x004060f0:0x0040651b, _ZN3pov17Check_And_EnqueueEPNS_21Priority_Queue_StructEPNS_16BBox_Tree_StructEPNS_19Bounding_Box_StructEPNS_14Rayinfo_StructE
0x00406520:0x00406c8c, _ZN3pov19Intersect_BBox_TreeEPNS_16BBox_Tree_StructEPNS_10Ray_StructEPNS_10istk_entryEPPNS_13Object_StructEb
0x00406c90:0x00406d72, _ZN3pov14Create_RayinfoEPNS_10Ray_StructEPNS_14Rayinfo_StructE
0x00406d80:0x0040791d, _ZN3pov14Intersect_BCylEPNS_11BCyl_StructEPdS2_
0x00407920:0x00407f04, _ZN3pov11Create_BCylEiPdS0_S0_S0_
0x00407f10:0x00407fc9, _ZN3pov12Destroy_BCylEPNS_11BCyl_StructE
0x00407fd0:0x0040804e, _ZN3pov20Write_Benchmark_FileEPKcS1_
0x00408050:0x00408056, _ZN3pov21Get_Benchmark_VersionEv
0x00408060:0x004086fc, _ZN3povL23bezier_split_left_rightEPA4_A4_A3_dS3_S3_
0x00408700:0x00408d8a, _ZN3povL20bezier_split_up_downEPA4_A4_A3_dS3_S3_
0x00408d90:0x00408d93, _ZN3povL20Inside_Bicubic_PatchEPdPNS_13Object_StructE
0x00408da0:0x00408dbe, _ZN3povL20Bicubic_Patch_NormalEPdPNS_13Object_StructEPNS_10istk_entryE
0x00408dc0:0x00408dc2, _ZN3povL20Invert_Bicubic_PatchEPNS_13Object_StructE
0x00408dd0:0x00408de4, _ZN3povL21Bicubic_Patch_UVCoordEPdPNS_13Object_StructEPNS_10istk_entryE
0x00408df0:0x004092c8, _ZN3povL12bezier_valueEPA4_A4_A3_dddPdS4_
0x004092d0:0x004098ab, _ZN3povL18intersect_subpatchEPNS_20Bicubic_Patch_StructEPNS_10Ray_StructEPA3_dPdS6_S6_S6_S6_S6_S6_
0x004098b0:0x0040a1fb, _ZN3povL27determine_subpatch_flatnessEPA4_A4_A3_d
0x0040a200:0x0040ace6, _ZN3povL19bezier_tree_builderEPNS_20Bicubic_Patch_StructEPA4_A4_A3_dddddiRi
0x0040acf0:0x0040b2fc, _ZN3povL19bezier_tree_deleterEPNS_18Bezier_Node_StructE
0x0040b300:0x0040b3e4, _ZN3povL21Destroy_Bicubic_PatchEPNS_13Object_StructE
0x0040b3f0:0x0040b9da, _ZN3povL18bezier_tree_walkerEPNS_10Ray_StructEPNS_20Bicubic_Patch_StructEPNS_18Bezier_Node_StructEPNS_13istack_structE
0x0040b9e0:0x0040c8e5, _ZN3povL25bezier_subpatch_intersectEPNS_10Ray_StructEPNS_20Bicubic_Patch_StructEPA4_A4_A3_dddddPNS_13istack_structE
0x0040c8f0:0x0040d24c, _ZN3povL17bezier_subdividerEPNS_10Ray_StructEPNS_20Bicubic_Patch_StructEPA4_A4_A3_dddddiPNS_13istack_structE
0x0040d250:0x0040d896, _ZN3povL31All_Bicubic_Patch_IntersectionsEPNS_13Object_StructEPNS_10Ray_StructEPNS_13istack_structE
0x0040d8a0:0x0040e162, _ZN3pov23Precompute_Patch_ValuesEPNS_20Bicubic_Patch_StructE
0x0040e170:0x0040e770, _ZN3povL18Copy_Bicubic_PatchEPNS_13Object_StructE
0x0040e770:0x0040e8b8, _ZN3pov20Create_Bicubic_PatchEv
0x0040e8c0:0x0040e9f1, _ZN3pov26Compute_Bicubic_Patch_BBoxEPNS_20Bicubic_Patch_StructE
0x0040ea00:0x0040ea54, _ZN3povL23Transform_Bicubic_PatchEPNS_13Object_StructEPNS_16Transform_StructE
0x0040ea60:0x0040ee52, _ZN3povL19Scale_Bicubic_PatchEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0040ee60:0x0040f252, _ZN3povL23Translate_Bicubic_PatchEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0040f260:0x0040f2b4, _ZN3povL20Rotate_Bicubic_PatchEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0040f2c0:0x0040f2c5, _ZN3povL11Invert_BlobEPNS_13Object_StructE
0x0040f2d0:0x0040f44d, _ZN3povL12Destroy_BlobEPNS_13Object_StructE
0x0040f450:0x0040f4d4, _ZN3povL14Transform_BlobEPNS_13Object_StructEPNS_16Transform_StructE
0x0040f4e0:0x0040f69c, _ZN3povL23calculate_element_fieldEPNS_19Blob_Element_StructEPd
0x0040f6a0:0x0040fa7d, _ZN3povL14element_normalEPdS0_PNS_19Blob_Element_StructE
0x0040fa80:0x0040fc3b, _ZN3povL10insert_hitEPNS_19Blob_Element_StructEddPNS_20Blob_Interval_StructEPj
0x0040fc40:0x0040fe3e, _ZN3povL27get_element_bounding_sphereEPNS_19Blob_Element_StructEPdS2_
0x0040fe40:0x00410806, _ZN3povL17intersect_elementEPdS0_PNS_19Blob_Element_StructEdS0_S0_.constprop.5
0x00410810:0x00411b75, _ZN3povL22All_Blob_IntersectionsEPNS_13Object_StructEPNS_10Ray_StructEPNS_13istack_structE
0x00411b80:0x00411e3a, _ZN3povL11Inside_BlobEPdPNS_13Object_StructE
0x00411e40:0x00411ec4, _ZN3povL10Scale_BlobEPNS_13Object_StructEPdPNS_16Transform_StructE
0x00411ed0:0x00411f54, _ZN3povL11Rotate_BlobEPNS_13Object_StructEPdPNS_16Transform_StructE
0x00411f60:0x00411fe4, _ZN3povL14Translate_BlobEPNS_13Object_StructEPdPNS_16Transform_StructE
0x00411ff0:0x00412388, _ZN3povL11Blob_NormalEPdPNS_13Object_StructEPNS_10istk_entryE
0x00412390:0x0041252c, _ZN3povL9Copy_BlobEPNS_13Object_StructE
0x00412530:0x00412621, _ZN3pov11Create_BlobEv
0x00412630:0x004126b5, _ZN3pov24Create_Blob_List_ElementEv
0x004126c0:0x00412daf, _ZN3pov9Make_BlobEPNS_11Blob_StructEdPNS_16Blob_List_StructEi
0x00412db0:0x00412e37, _ZN3pov17Test_Blob_OpacityEPNS_11Blob_StructE
0x00412e40:0x00413282, _ZN3pov23Determine_Blob_TexturesEPNS_11Blob_StructEPdPiPPNS_14Texture_StructES2_
0x00413290:0x00413338, _ZN3pov22Translate_Blob_ElementEPNS_19Blob_Element_StructEPd
0x00413340:0x004133c2, _ZN3pov19Rotate_Blob_ElementEPNS_19Blob_Element_StructEPd
0x004133d0:0x004134c4, _ZN3pov18Scale_Blob_ElementEPNS_19Blob_Element_StructEPd
0x004134d0:0x00413516, _ZN3pov22Transform_Blob_ElementEPNS_19Blob_Element_StructEPNS_16Transform_StructE
0x00413520:0x00413537, _ZN3pov19Invert_Blob_ElementEPNS_19Blob_Element_StructE
0x00413540:0x00413885, _ZN3pov32Create_Blob_Element_Texture_ListEPNS_11Blob_StructEPNS_16Blob_List_StructEi
0x00413890:0x00413895, _ZN3povL10Invert_BoxEPNS_13Object_StructE
0x004138a0:0x0041397c, _ZN3povL10Inside_BoxEPdPNS_13Object_StructE
0x00413980:0x00413bd6, _ZN3povL11Box_UVCoordEPdPNS_13Object_StructEPNS_10istk_entryE
0x00413be0:0x00413d8f, _ZN3povL10Box_NormalEPdPNS_13Object_StructEPNS_10istk_entryE
0x00413d90:0x00413db0, _ZN3pov11Destroy_BoxEPNS_13Object_StructE
0x00413db0:0x00413e9b, _ZN3povL10Rotate_BoxEPNS_13Object_StructEPdPNS_16Transform_StructE
0x00413ea0:0x00413f8b, _ZN3povL13Transform_BoxEPNS_13Object_StructEPNS_16Transform_StructE
0x00413f90:0x00414185, _ZN3povL9Scale_BoxEPNS_13Object_StructEPdPNS_16Transform_StructE
0x00414190:0x004142a9, _ZN3pov8Copy_BoxEPNS_13Object_StructE
0x004142b0:0x00414442, _ZN3povL13Translate_BoxEPNS_13Object_StructEPdPNS_16Transform_StructE
0x00414450:0x00414e22, _ZN3povL21All_Box_IntersectionsEPNS_13Object_StructEPNS_10Ray_StructEPNS_13istack_structE
0x00414e30:0x00415632, _ZN3pov13Intersect_BoxEPNS_10Ray_StructEPNS_16Transform_StructEPdS4_S4_S4_PiS5_
0x00415640:0x00415731, _ZN3pov10Create_BoxEv
0x00415740:0x004157e2, _ZN3pov16Compute_Box_BBoxEPNS_10Box_StructE
0x004157f0:0x00415836, _ZN3povL13comp_elementsEPKvS1_
0x00415840:0x00415b5b, _ZN3povL16build_area_tableEPPNS_19BSphere_Tree_StructEiiPd
0x00415b60:0x004161a2, _ZN3povL14sort_and_splitEPPNS_19BSphere_Tree_StructEPS2_Piii
0x004161b0:0x00416211, _ZN3pov31Build_Bounding_Sphere_HierarchyEPPNS_19BSphere_Tree_StructEiPS2_
0x00416220:0x0041665f, _ZN3pov33Destroy_Bounding_Sphere_HierarchyEPNS_19BSphere_Tree_StructE
0x00416660:0x0041668b, _ZN3pov16Translate_CameraEPNS_13Camera_StructEPd
0x00416690:0x00416712, _ZN3pov13Rotate_CameraEPNS_13Camera_StructEPd
0x00416720:0x004167a2, _ZN3pov12Scale_CameraEPNS_13Camera_StructEPd
0x004167b0:0x004167fa, _ZN3pov16Transform_CameraEPNS_13Camera_StructEPNS_16Transform_StructE
0x00416800:0x00416943, _ZN3pov13Create_CameraEv
0x00416950:0x00416b4c, _ZN3pov11Copy_CameraEPNS_13Camera_StructE
0x00416b50:0x00416b8a, _ZN3pov14Destroy_CameraEPNS_13Camera_StructE
0x00416b90:0x00416f4f, _ZN3povL4lgamEd
0x00416f50:0x004172fa, _ZN3povL5igamcEdd
0x00417300:0x0041780e, _ZN3pov6chdtriEdd
0x00417810:0x00417850, _ZN3pov13Create_ColourEv
0x00417850:0x004178d3, _ZN3pov11Copy_ColourEPf
0x004178e0:0x004178fd, _ZN3pov19Create_BMap_EntriesEi
0x00417900:0x004179e3, _ZN3pov17Copy_BMap_EntriesEPNS_15Blend_Map_EntryEii
0x004179f0:0x00417a2e, _ZN3pov16Create_Blend_MapEv
0x00417a30:0x00417a45, _ZN3pov14Copy_Blend_MapEPNS_16Blend_Map_StructE
0x00417a50:0x00417a99, _ZN3pov15Colour_DistanceEPfS0_
0x00417aa0:0x00417aff, _ZN3pov20Colour_Distance_RGBTEPfS0_
0x00417b00:0x00417b49, _ZN3pov10Add_ColourEPfS0_S0_
0x00417b50:0x00417bd1, _ZN3pov12Scale_ColourEPfS0_d
0x00417be0:0x00417cc6, _ZN3pov11Clip_ColourEPfS0_
0x00417cd0:0x00417da2, _ZN3pov17Destroy_Blend_MapEPNS_16Blend_Map_StructE
0x00417db0:0x00417eb1, _ZN3pov8RGBtoHueEPf
0x00417ec0:0x00417f84, _ZN3pov13gamma_correctEPf
0x00417f90:0x0041819a, _ZN3pov14extract_colorsEPfPhS1_S1_S1_Pd
0x004181a0:0x004182b9, _ZN3pov24extract_colors_nocorrectEPfPhS1_S1_S1_Pd
0x004182c0:0x0041839e, _ZN3pov17colour2photonRgbeEPhPf
0x004183a0:0x0041842b, _ZN3pov17photonRgbe2colourEPfPh
0x00418430:0x00418542, _ZN3pov19prepare_output_lineEPA5_f
0x00418550:0x00418568, _ZN3pov11ClipColorAAEPf
0x00418570:0x00418575, _ZN3povL11Invert_ConeEPNS_13Object_StructE
0x00418580:0x004185a0, _ZN3povL12Destroy_ConeEPNS_13Object_StructE
0x004185a0:0x004186a5, _ZN3povL11Inside_ConeEPdPNS_13Object_StructE
0x004186b0:0x004187ef, _ZN3povL11Cone_NormalEPdPNS_13Object_StructEPNS_10istk_entryE
0x004187f0:0x00418f67, _ZN3povL22All_Cone_IntersectionsEPNS_13Object_StructEPNS_10Ray_StructEPNS_13istack_structE
0x00418f70:0x00418fdd, _ZN3povL14Transform_ConeEPNS_13Object_StructEPNS_16Transform_StructE
0x00418fe0:0x00419050, _ZN3povL10Scale_ConeEPNS_13Object_StructEPdPNS_16Transform_StructE
0x00419050:0x004190c0, _ZN3povL11Rotate_ConeEPNS_13Object_StructEPdPNS_16Transform_StructE
0x004190c0:0x00419130, _ZN3povL14Translate_ConeEPNS_13Object_StructEPdPNS_16Transform_StructE
0x00419130:0x004192a6, _ZN3povL9Copy_ConeEPNS_13Object_StructE
0x004192b0:0x004193f6, _ZN3pov11Create_ConeEv
0x00419400:0x00419546, _ZN3pov15Create_CylinderEv
0x00419550:0x00419699, _ZN3pov21Compute_Cylinder_DataEPNS_13Object_StructE
0x004196a0:0x0041995d, _ZN3pov17Compute_Cone_DataEPNS_13Object_StructE
0x00419960:0x004199bc, _ZN3pov17Compute_Cone_BBoxEPNS_11Cone_StructE
0x004199c0:0x004199e0, _ZN3povL11Destroy_CSGEPNS_13Object_StructE
0x004199e0:0x00419a1c, _ZN3povL16Invert_CSG_UnionEPNS_13Object_StructE
0x00419a20:0x00419a5c, _ZN3povL23Invert_CSG_IntersectionEPNS_13Object_StructE
0x00419a60:0x00419a9d, _ZN3povL13Transform_CSGEPNS_13Object_StructEPNS_16Transform_StructE
0x00419aa0:0x00419aed, _ZN3povL9Scale_CSGEPNS_13Object_StructEPdPNS_16Transform_StructE
0x00419af0:0x00419b3d, _ZN3povL10Rotate_CSGEPNS_13Object_StructEPdPNS_16Transform_StructE
0x00419b40:0x00419b8d, _ZN3povL13Translate_CSGEPNS_13Object_StructEPdPNS_16Transform_StructE
0x00419b90:0x00419c36, _ZN3povL8Copy_CSGEPNS_13Object_StructE
0x00419c40:0x00419c9c, _ZN3povL16Inside_CSG_UnionEPdPNS_13Object_StructE
0x00419ca0:0x00419cf9, _ZN3povL23Inside_CSG_IntersectionEPdPNS_13Object_StructE
0x00419d00:0x0041a07d, _ZN3povL27All_CSG_Merge_IntersectionsEPNS_13Object_StructEPNS_10Ray_StructEPNS_13istack_structE
0x0041a080:0x0041a2d8, _ZN3povL27All_CSG_Union_IntersectionsEPNS_13Object_StructEPNS_10Ray_StructEPNS_13istack_structE
0x0041a2e0:0x0041a45d, _ZN3povL31All_CSG_Intersect_IntersectionsEPNS_13Object_StructEPNS_10Ray_StructEPNS_13istack_structE
0x0041a460:0x0041a7bf, _ZN3povL17Find_CSG_TexturesEPNS_10CSG_StructEPdPiPPNS_14Texture_StructE.isra.0
0x0041a7c0:0x0041a886, _ZN3pov16Create_CSG_UnionEv
0x0041a890:0x0041a94c, _ZN3pov16Create_CSG_MergeEv
0x0041a950:0x0041aa0c, _ZN3pov23Create_CSG_IntersectionEv
0x0041aa10:0x0041afdd, _ZN3pov16Compute_CSG_BBoxEPNS_13Object_StructE
0x0041afe0:0x0041b7ae, _ZN3pov22Determine_CSG_TexturesEPNS_10CSG_StructEPdPiPPNS_14Texture_StructES2_
0x0041b7b0:0x0041b7d7, _ZN3povL11Disc_NormalEPdPNS_13Object_StructEPNS_10istk_entryE
0x0041b7e0:0x0041b7e5, _ZN3povL11Invert_DiscEPNS_13Object_StructE
0x0041b7f0:0x0041b810, _ZN3povL12Destroy_DiscEPNS_13Object_StructE
0x0041b810:0x0041b931, _ZN3povL14Transform_DiscEPNS_13Object_StructEPNS_16Transform_StructE
0x0041b940:0x0041b9a8, _ZN3povL11Inside_DiscEPdPNS_13Object_StructE
0x0041b9b0:0x0041bbee, _ZN3povL22All_Disc_IntersectionsEPNS_13Object_StructEPNS_10Ray_StructEPNS_13istack_structE
0x0041bbf0:0x0041bd0e, _ZN3povL10Scale_DiscEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0041bd10:0x0041be2e, _ZN3povL11Rotate_DiscEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0041be30:0x0041bf4e, _ZN3povL14Translate_DiscEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0041bf50:0x0041c0c2, _ZN3povL9Copy_DiscEPNS_13Object_StructE
0x0041c0d0:0x0041c212, _ZN3pov11Create_DiscEv
0x0041c220:0x0041c2a9, _ZN3pov12Compute_DiscEPNS_11Disc_StructE
0x0041c2b0:0x0041c38f, _ZN3pov12Parse_VectorEPd
0x0041c390:0x0041fd23, _ZN3povL16Parse_Num_FactorEPdPi
0x0041fd30:0x0042020c, _ZN3povL14Parse_Num_TermEPdPi
0x00420210:0x0042057c, _ZN3povL16Parse_Rel_FactorEPdPi
0x00420580:0x00420f9c, _ZN3povL14Parse_Rel_TermEPdPi
0x00420fa0:0x004213e4, _ZN3povL13Parse_ExpressEPdPi
0x004213f0:0x004214a6, _ZN3pov17Parse_Float_ParamEv
0x004214b0:0x0042153c, _ZN3pov11Parse_FloatEv
0x00421540:0x0042169b, _ZN3pov11Allow_FloatEd
0x004216a0:0x0042184b, _ZN3pov12Allow_VectorEPd
0x00421850:0x004219bf, _ZN3pov18Parse_Float_Param2EPdS0_
0x004219c0:0x00421a9f, _ZN3pov14Parse_Vector4DEPd
0x00421aa0:0x00421b6f, _ZN3pov13Parse_UV_VectEPd
0x00421b70:0x00421c24, _ZN3pov20Parse_Unknown_VectorEPdbPb
0x00421c30:0x00421dc0, _ZN3pov18Parse_Scale_VectorEPd
0x00421dc0:0x004226f1, _ZN3pov12Parse_ColourEPf
0x00422700:0x00422bde, _ZN3pov15Parse_Blend_MapEii
0x00422be0:0x004230cb, _ZN3pov16Parse_Blend_ListEiPNS_16Blend_Map_StructEi
0x004230d0:0x004231be, _ZN3pov26Parse_Item_Into_Blend_ListEi
0x004231c0:0x004235c1, _ZN3pov16Parse_Colour_MapEv
0x004235d0:0x00423835, _ZN3pov12Parse_SplineEv
0x00423840:0x00423856, _ZN3pov22Init_Random_GeneratorsEv
0x00423860:0x00423899, _ZN3pov25Destroy_Random_GeneratorsEv
0x004238a0:0x0042392e, _ZN3pov18Parse_Signed_FloatEv
0x00423930:0x00423aee, _ZN3pov6FNCodeC2EPNS_12FunctionCodeEbPKc
0x00423af0:0x00423bd0, _ZN3pov6FNCode9ParameterEv
0x00423bd0:0x00423d7c, _ZN3pov11FNCode_CopyEPNS_12FunctionCodeES1_
0x00423d80:0x00423ee5, _ZN3pov13FNCode_DeleteEPNS_12FunctionCodeE
0x00423ef0:0x00423ef2, _ZN3pov6FNCode7SetFlagEjPc
0x00423f00:0x00424878, _ZN3pov6FNCode14compile_memberEPc
0x00424880:0x004249af, _ZN3pov6FNCode14compile_inlineEPNS_12FunctionCodeE
0x004249b0:0x00424cd2, _ZN3pov6FNCode16compile_variableEPc
0x00424ce0:0x0042518a, _ZN3pov6FNCode18compile_parametersEv
0x00425190:0x0042535c, _ZN3pov6FNCode19compile_push_resultEv
0x00425360:0x004254f6, _ZN3pov6FNCode18compile_pop_resultEj
0x00425500:0x0042722a, _ZN3pov6FNCode17compile_recursiveEPNS_14ExprNodeStructE
0x00427230:0x00427e77, _ZN3pov6FNCode14compile_seq_opEPNS_14ExprNodeStructEjd
0x00427e80:0x00428234, _ZN3pov6FNCode7CompileEPNS_14ExprNodeStructE
0x00428240:0x0042875f, _ZN3pov6FNCode14compile_selectEPNS_14ExprNodeStructE
0x00428760:0x00428e69, _ZN3pov6FNCode27compile_float_function_callEPNS_14ExprNodeStructEjPc
0x00428e70:0x00429599, _ZN3pov6FNCode28compile_vector_function_callEPNS_14ExprNodeStructEjPc
0x004295a0:0x0042a9dc, _ZN3pov6FNCode12compile_callEPNS_14ExprNodeStructEjiPc
0x0042a9e0:0x0042aaaf, _ZN3pov6FNCode19compile_instructionEjjjj
0x0042aab0:0x0042ab1d, _ZN3pov6FNCode19compile_instructionEjjjjj
0x0042ab20:0x0042ab85, _ZN3pov8f_bicornEPdj
0x0042ab90:0x0042abf5, _ZN3pov9f_bifoliaEPdj
0x0042ac00:0x0042acb6, _ZN3pov6f_blobEPdj
0x0042acc0:0x0042ae1d, _ZN3pov13f_boy_surfaceEPdj
0x0042ae20:0x0042ae5d, _ZN3pov16f_crossed_troughEPdj
0x0042ae60:0x0042aeb5, _ZN3pov14f_cubic_saddleEPdj
0x0042aec0:0x0042af4d, _ZN3pov9f_cushionEPdj
0x0042af50:0x0042afc5, _ZN3pov14f_devils_curveEPdj
0x0042afd0:0x0042b135, _ZN3pov14f_dupin_cyclidEPdj
0x0042b140:0x0042b225, _ZN3pov9f_enneperEPdj
0x0042b230:0x0042b2a5, _ZN3pov16f_folium_surfaceEPdj
0x0042b2b0:0x0042b305, _ZN3pov6f_globEPdj
0x0042b310:0x0042b39d, _ZN3pov7f_heartEPdj
0x0042b3a0:0x0042b43d, _ZN3pov14f_hunt_surfaceEPdj
0x0042b440:0x0042b4e5, _ZN3pov18f_hyperbolic_torusEPdj
0x0042b4f0:0x0042b565, _ZN3pov20f_kampyle_of_eudoxusEPdj
0x0042b570:0x0042b60d, _ZN3pov14f_klein_bottleEPdj
0x0042b610:0x0042b68d, _ZN3pov19f_kummer_surface_v1EPdj
0x0042b690:0x0042b725, _ZN3pov19f_kummer_surface_v2EPdj
0x0042b730:0x0042b785, _ZN3pov22f_lemniscate_of_geronoEPdj
0x0042b790:0x0042b805, _ZN3pov7f_mitreEPdj
0x0042b810:0x0042b86d, _ZN3pov13f_nodal_cubicEPdj
0x0042b870:0x0042b8f5, _ZN3pov5f_oddEPdj
0x0042b900:0x0042b985, _ZN3pov18f_ovals_of_cassiniEPdj
0x0042b990:0x0042b9d5, _ZN3pov12f_paraboloidEPdj
0x0042b9e0:0x0042ba7d, _ZN3pov17f_parabolic_torusEPdj
0x0042ba80:0x0042bad5, _ZN3pov8f_pillowEPdj
0x0042bae0:0x0042bb45, _ZN3pov10f_piriformEPdj
0x0042bb50:0x0042bba5, _ZN3pov20f_quartic_paraboloidEPdj
0x0042bbb0:0x0042bc05, _ZN3pov16f_quartic_saddleEPdj
0x0042bc10:0x0042bc85, _ZN3pov18f_quartic_cylinderEPdj
0x0042bc90:0x0042bcf5, _ZN3pov16f_steiners_romanEPdj
0x0042bd00:0x0042bd75, _ZN3pov11f_strophoidEPdj
0x0042bd80:0x0042be25, _ZN3pov8f_torus2EPdj
0x0042be30:0x0042beb5, _ZN3pov15f_torus_gumdropEPdj
0x0042bec0:0x0042bf05, _ZN3pov10f_umbrellaEPdj
0x0042bf10:0x0042bf6d, _ZN3pov17f_witch_of_agnesiEPdj
0x0042bf70:0x0042bfd2, _ZN3pov11f_ellipsoidEPdj
0x0042bfe0:0x0042c05d, _ZN3pov7f_poly4EPdj
0x0042c060:0x0042c0a2, _ZN3pov3f_rEPdj
0x0042c0b0:0x0042c0fd, _ZN3pov8f_sphereEPdj
0x0042c100:0x0042c175, _ZN3pov7f_torusEPdj
0x0042c180:0x0042c283, _ZN3pov13f_rounded_boxEPdj
0x0042c290:0x0042c3a2, _ZN3pov11f_polytubesEPdj
0x0042c3b0:0x0042c4e8, _ZN3pov12f_algbr_cyl1EPdj
0x0042c4f0:0x0042c628, _ZN3pov12f_algbr_cyl2EPdj
0x0042c630:0x0042c768, _ZN3pov12f_algbr_cyl3EPdj
0x0042c770:0x0042c8a8, _ZN3pov12f_algbr_cyl4EPdj
0x0042c8b0:0x0042c9f8, _ZN3pov17f_devils_curve_2dEPdj
0x0042ca00:0x0042cb58, _ZN3pov19f_folium_surface_2dEPdj
0x0042cb60:0x0042cca8, _ZN3pov23f_kampyle_of_eudoxus_2dEPdj
0x0042ccb0:0x0042cdf8, _ZN3pov25f_lemniscate_of_gerono_2dEPdj
0x0042ce00:0x0042cf4c, _ZN3pov13f_piriform_2dEPdj
0x0042cf50:0x0042d098, _ZN3pov14f_strophoid_2dEPdj
0x0042d0a0:0x0042d1d4, _ZN3pov20f_witch_of_agnesi_2dEPdj
0x0042d1e0:0x0042d280, _ZN3pov7f_blob2EPdj
0x0042d280:0x0042d35b, _ZN3pov14f_flange_coverEPdj
0x0042d360:0x0042d47b, _ZN3pov8f_spikesEPdj
0x0042d480:0x0042d51d, _ZN3pov11f_spikes_2dEPdj
0x0042d520:0x0042d5fc, _ZN3pov18f_cross_ellipsoidsEPdj
0x0042d600:0x0042d6dc, _ZN3pov18f_isect_ellipsoidsEPdj
0x0042d6e0:0x0042d728, _ZN3pov4f_phEPdj
0x0042d730:0x0042d84a, _ZN3pov9f_quantumEPdj
0x0042d850:0x0042d85e, _ZN3pov4f_thEPdj
0x0042d860:0x0042da16, _ZN3pov7f_commaEPdj
0x0042da20:0x0042db50, _ZN3pov7f_hex_xEPdj
0x0042db50:0x0042dc83, _ZN3pov7f_hex_yEPdj
0x0042dc90:0x0042dfb0, _ZN3pov7f_mesh1EPdj
0x0042dfb0:0x0042e1bb, _ZN3pov15f_helical_torusEPdj
0x0042e1c0:0x0042e2a1, _ZN3pov16f_superellipsoidEPdj
