0x00402240:0x00402286, __cxx_global_var_init
0x004099a0:0x00409bed, _ZN3povL20bezier_split_up_downEPA4_A4_A3_dS3_S3_
0x00409bf0:0x00409c2b, _ZN3povL25create_bezier_child_blockEv
0x00409c30:0x00409e92, _ZN3povL23bezier_split_left_rightEPA4_A4_A3_dS3_S3_
0x00409ea0:0x0040a377, _ZN3povL27determine_subpatch_flatnessEPA4_A4_A3_d
0x0040a380:0x0040a4d1, _ZN3povL15subpatch_normalEPdS0_S0_S0_S0_
0x0040a4e0:0x0040a580, _ZN3povL20point_plane_distanceEPdS0_S0_
0x0040a580:0x0040a660, _ZN3povL31All_Bicubic_Patch_IntersectionsEPNS_13Object_StructEPNS_10Ray_StructEPNS_13istack_structE
0x0040a660:0x0040a670, _ZN3povL20Inside_Bicubic_PatchEPdPNS_13Object_StructE
0x0040a670:0x0040a69e, _ZN3povL20Bicubic_Patch_NormalEPdPNS_13Object_StructEPNS_10istk_entryE
0x0040a6a0:0x0040a6ce, _ZN3povL21Bicubic_Patch_UVCoordEPdPNS_13Object_StructEPNS_10istk_entryE
0x0040a6d0:0x0040a8c8, _ZN3povL18Copy_Bicubic_PatchEPNS_13Object_StructE
0x0040a8d0:0x0040a997, _ZN3povL23Translate_Bicubic_PatchEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0040a9a0:0x0040a9c7, _ZN3povL20Rotate_Bicubic_PatchEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0040a9d0:0x0040aa97, _ZN3povL19Scale_Bicubic_PatchEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0040aaa0:0x0040ab63, _ZN3povL23Transform_Bicubic_PatchEPNS_13Object_StructEPNS_16Transform_StructE
0x0040ab70:0x0040ab7a, _ZN3povL20Invert_Bicubic_PatchEPNS_13Object_StructE
0x0040ab80:0x0040ac35, _ZN3povL21Destroy_Bicubic_PatchEPNS_13Object_StructE
0x0040ac40:0x0040aca0, _ZN3povL24intersect_bicubic_patch0EPNS_10Ray_StructEPNS_20Bicubic_Patch_StructEPNS_13istack_structE
0x0040aca0:0x0040b16e, _ZN3povL18bezier_tree_walkerEPNS_10Ray_StructEPNS_20Bicubic_Patch_StructEPNS_18Bezier_Node_StructEPNS_13istack_structE
0x0040b170:0x0040b5c1, _ZN3povL17bezier_subdividerEPNS_10Ray_StructEPNS_20Bicubic_Patch_StructEPA4_A4_A3_dddddiPNS_13istack_structE
0x0040b5d0:0x0040b706, _ZN3povL22spherical_bounds_checkEPNS_10Ray_StructEPdd
0x0040b710:0x0040baec, _ZN3povL25bezier_subpatch_intersectEPNS_10Ray_StructEPNS_20Bicubic_Patch_StructEPA4_A4_A3_dddddPNS_13istack_structE
0x0040baf0:0x0040c087, _ZN3povL18intersect_subpatchEPNS_20Bicubic_Patch_StructEPNS_10Ray_StructEPA3_dPdS6_S6_S6_S6_S6_S6_
0x0040c090:0x0040c1b1, _ZN3povL18Compute_Texture_UVEPdPA2_dS0_
0x0040c1c0:0x0040c6fc, _ZN3povL12bezier_valueEPA4_A4_A3_dddPdS4_
0x0040c700:0x0040c75f, _ZN3pov7VLengthERdPKd
0x0040c760:0x0040c80d, _ZN3pov6VCrossEPdPKdS2_
0x0040c810:0x0040c856, _ZN3pov7VSumSqrEPd
0x0040c860:0x0040c8c8, _ZN3pov13VInverseScaleEPdPKdd
0x0040c8d0:0x0040c994, _ZN3pov20push_normal_uv_entryEdPdS0_S0_PNS_13Object_StructEPNS_13istack_structE
0x0040c9a0:0x0040c9e6, _ZN3pov8VScaleEqEPdd
0x0040c9f0:0x0040ca46, _ZN3pov6VScaleEPdPKdd
0x0040ca50:0x0040cab0, _ZN3pov4VAddEPdPKdS2_
0x0040cab0:0x0040cb00, _ZN3pov6VAddEqEPdPKd
0x0040cb00:0x0040cb64, _ZN3pov12VAddScaledEqEPddPKd
0x0040cb70:0x0040cb98, _ZN3pov4itopEPNS_13istack_structE
0x0040cba0:0x0040cbd0, _ZN3pov14Assign_UV_VectEPdS0_
0x0040cbd0:0x0040cc30, _ZN3pov9VEvaluateEPdPKdS2_
0x0040cc30:0x0040dd57, _ZN3povL22All_Blob_IntersectionsEPNS_13Object_StructEPNS_10Ray_StructEPNS_13istack_structE
0x0040dd60:0x0040de1e, _ZN3povL11Inside_BlobEPdPNS_13Object_StructE
0x0040de20:0x0040e116, _ZN3povL11Blob_NormalEPdPNS_13Object_StructEPNS_10istk_entryE
0x0040e120:0x0040e24d, _ZN3povL9Copy_BlobEPNS_13Object_StructE
0x0040e250:0x0040e277, _ZN3povL14Translate_BlobEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0040e280:0x0040e2a7, _ZN3povL11Rotate_BlobEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0040e2b0:0x0040e2d7, _ZN3povL10Scale_BlobEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0040e2e0:0x0040e384, _ZN3povL14Transform_BlobEPNS_13Object_StructEPNS_16Transform_StructE
0x0040e390:0x0040e3ac, _ZN3povL11Invert_BlobEPNS_13Object_StructE
0x0040e3b0:0x0040e687, _ZN3povL12Destroy_BlobEPNS_13Object_StructE
0x0040e690:0x0040e82b, _ZN3pov11Create_BlobEv
0x0040e830:0x0040e874, _ZN3pov24Create_Blob_List_ElementEv
0x0040e880:0x0040e938, _ZN3povL17init_blob_elementEPNS_19Blob_Element_StructE
0x0040e940:0x0040ee1b, _ZN3pov9Make_BlobEPNS_11Blob_StructEdPNS_16Blob_List_StructEi
0x0040ee20:0x0040f094, _ZN3povL17Compute_Blob_BBoxEPNS_11Blob_StructE
0x0040f0a0:0x0040f205, _ZN3povL24build_bounding_hierarchyEPNS_11Blob_StructE
0x0040f210:0x0040f2fd, _ZN3pov17Test_Blob_OpacityEPNS_11Blob_StructE
0x0040f300:0x0040f663, _ZN3pov23Determine_Blob_TexturesEPNS_11Blob_StructEPdPiPPNS_14Texture_StructES2_
0x0040f670:0x0040f78d, _ZN3povL25determine_element_textureEPNS_11Blob_StructEPNS_19Blob_Element_StructEPNS_14Texture_StructEPdPiPS5_S6_
0x0040f790:0x0040f86e, _ZN3povL11insert_nodeEPNS_11Blob_StructEPNS_19BSphere_Tree_StructEPj
0x0040f870:0x0040f8eb, _ZN3pov22Translate_Blob_ElementEPNS_19Blob_Element_StructEPd
0x0040f8f0:0x0040f94d, _ZN3pov22Transform_Blob_ElementEPNS_19Blob_Element_StructEPNS_16Transform_StructE
0x0040f950:0x0040f9d9, _ZN3pov19Rotate_Blob_ElementEPNS_19Blob_Element_StructEPd
0x0040f9e0:0x0040fae0, _ZN3pov18Scale_Blob_ElementEPNS_19Blob_Element_StructEPd
0x0040fae0:0x0040fb00, _ZN3pov19Invert_Blob_ElementEPNS_19Blob_Element_StructE
0x0040fb00:0x0040fe79, _ZN3pov32Create_Blob_Element_Texture_ListEPNS_11Blob_StructEPNS_16Blob_List_StructEi
0x0040fe80:0x00410137, _ZN3povL20determine_influencesEPdS0_PNS_11Blob_StructEdPNS_20Blob_Interval_StructE
0x00410140:0x004102bf, _ZN3povL17intersect_elementEPdS0_PNS_19Blob_Element_StructEdS0_S0_
0x004102c0:0x004105e4, _ZN3povL10insert_hitEPNS_19Blob_Element_StructEddPNS_20Blob_Interval_StructEPj
0x004105f0:0x004107c2, _ZN3povL16intersect_sphereEPNS_19Blob_Element_StructEPdS2_dS2_S2_
0x004107d0:0x00410a09, _ZN3povL19intersect_ellipsoidEPNS_19Blob_Element_StructEPdS2_dS2_S2_
0x00410a10:0x00411040, _ZN3povL20intersect_hemisphereEPNS_19Blob_Element_StructEPdS2_dS2_S2_
0x00411040:0x004115b6, _ZN3povL18intersect_cylinderEPNS_19Blob_Element_StructEPdS2_dS2_S2_
0x004115c0:0x00411793, _ZN3povL21calculate_field_valueEPNS_11Blob_StructEPd
0x004117a0:0x00411ad3, _ZN3povL23calculate_element_fieldEPNS_19Blob_Element_StructEPd
0x00411ae0:0x00411e97, _ZN3povL14element_normalEPdS0_PNS_19Blob_Element_StructE
0x00411ea0:0x0041210f, _ZN3povL27get_element_bounding_sphereEPNS_19Blob_Element_StructEPdS2_
0x00412110:0x00412168, _ZN3pov15VInverseScaleEqEPdd
0x00412170:0x00412213, _ZN3pov10push_entryEdPdPNS_13Object_StructEPNS_13istack_structE
0x00412220:0x00412258, _ZN3pov10VNormalizeEPdPKd
0x00412260:0x004122a1, _ZSt3maxIfERKT_S2_S2_
0x004122b0:0x0041243a, _ZN3povL21All_Box_IntersectionsEPNS_13Object_StructEPNS_10Ray_StructEPNS_13istack_structE
0x00412440:0x0041258f, _ZN3povL10Inside_BoxEPdPNS_13Object_StructE
0x00412590:0x004126f1, _ZN3povL10Box_NormalEPdPNS_13Object_StructEPNS_10istk_entryE
0x00412700:0x004129c6, _ZN3povL11Box_UVCoordEPdPNS_13Object_StructEPNS_10istk_entryE
0x004129d0:0x00412a1b, _ZN3pov8Copy_BoxEPNS_13Object_StructE
0x00412a20:0x00412a93, _ZN3povL13Translate_BoxEPNS_13Object_StructEPdPNS_16Transform_StructE
0x00412aa0:0x00412ac7, _ZN3povL10Rotate_BoxEPNS_13Object_StructEPdPNS_16Transform_StructE
0x00412ad0:0x00412c4a, _ZN3povL9Scale_BoxEPNS_13Object_StructEPdPNS_16Transform_StructE
0x00412c50:0x00412ca4, _ZN3povL13Transform_BoxEPNS_13Object_StructEPNS_16Transform_StructE
0x00412cb0:0x00412ccc, _ZN3povL10Invert_BoxEPNS_13Object_StructE
0x00412cd0:0x00412d0f, _ZN3pov11Destroy_BoxEPNS_13Object_StructE
0x00412d10:0x0041395c, _ZN3pov13Intersect_BoxEPNS_10Ray_StructEPNS_16Transform_StructEPdS4_S4_S4_PiS5_
0x00413960:0x00413b1d, _ZN3pov10Create_BoxEv
0x00413b20:0x00413ba9, _ZN3pov16Compute_Box_BBoxEPNS_10Box_StructE
0x00413bb0:0x00413bfe, _ZN3pov16Assign_BBox_VectERA3_fPd
0x00413c00:0x00413c6c, _ZN3pov4VSubEPfPKdS2_
0x00413c70:0x00413d12, _ZN3pov13push_entry_i1EdPdPNS_13Object_StructEiPNS_13istack_structE
0x00413d20:0x00413d7c, _ZN3pov6VSubEqEPdPKd
0x00413d80:0x00413ddc, _ZN3pov6VDivEqEPdPKd
0x00413de0:0x00413e5b, _ZN3pov31Build_Bounding_Sphere_HierarchyEPPNS_19BSphere_Tree_StructEiPS2_
0x00413e60:0x0041425b, _ZN3povL14sort_and_splitEPPNS_19BSphere_Tree_StructEPS2_Piii
0x00414260:0x0041431b, _ZN3pov33Destroy_Bounding_Sphere_HierarchyEPNS_19BSphere_Tree_StructE
0x00414320:0x00414528, _ZN3povL9find_axisEPPNS_19BSphere_Tree_StructEii
0x00414530:0x004145d0, _ZN3povL13comp_elementsEPKvS1_
0x004145d0:0x004146c0, _ZN3povL16build_area_tableEPPNS_19BSphere_Tree_StructEiiPd
0x004146c0:0x00414799, _ZN3povL15recompute_boundEPNS_19BSphere_Tree_StructE
0x004147a0:0x00414902, _ZN3povL13merge_spheresEPdS0_S0_dS0_d
0x00414910:0x00414933, _ZN3pov16Translate_CameraEPNS_13Camera_StructEPd
0x00414940:0x0041497f, _ZN3pov13Rotate_CameraEPNS_13Camera_StructEPd
0x00414980:0x00414a13, _ZN3pov16Transform_CameraEPNS_13Camera_StructEPNS_16Transform_StructE
0x00414a20:0x00414a5f, _ZN3pov12Scale_CameraEPNS_13Camera_StructEPd
0x00414a60:0x00414c60, _ZN3pov13Create_CameraEv
0x00414c60:0x00414d46, _ZN3pov11Copy_CameraEPNS_13Camera_StructE
0x00414d50:0x00414db0, _ZN3pov14Destroy_CameraEPNS_13Camera_StructE
0x00414db0:0x00414e60, _ZN3pov6chdtriEdd
0x00414e60:0x00415060, _ZN3povL5igamiEdd
0x00415060:0x00415371, _ZN3povL5ndtriEd
0x00415380:0x00415821, _ZN3povL4lgamEd
0x00415830:0x00415b56, _ZN3povL5igamcEdd
0x00415b60:0x00415bd1, _ZN3povL6polevlEdPKdi
0x00415be0:0x00415c59, _ZN3povL5p1evlEdPKdi
0x00415c60:0x00415ded, _ZN3povL4igamEdd
0x00415df0:0x00415e51, _ZN3pov13Create_ColourEv
0x00415e60:0x00415ea4, _ZN3pov11Copy_ColourEPf
0x00415eb0:0x00415ef2, _ZN3pov19Create_BMap_EntriesEi
0x00415f00:0x0041605a, _ZN3pov17Copy_BMap_EntriesEPNS_15Blend_Map_EntryEii
0x00416060:0x004160cb, _ZN3pov16Create_Blend_MapEv
0x004160d0:0x00416109, _ZN3pov14Copy_Blend_MapEPNS_16Blend_Map_StructE
0x00416110:0x00416191, _ZN3pov15Colour_DistanceEPfS0_
0x004161a0:0x0041624a, _ZN3pov20Colour_Distance_RGBTEPfS0_
0x00416250:0x004162e6, _ZN3pov10Add_ColourEPfS0_S0_
0x004162f0:0x0041639c, _ZN3pov12Scale_ColourEPfS0_d
0x004163a0:0x00416605, _ZN3pov11Clip_ColourEPfS0_
0x00416610:0x00416747, _ZN3pov17Destroy_Blend_MapEPNS_16Blend_Map_StructE
0x00416750:0x00416989, _ZN3pov8RGBtoHueEPf
0x00416990:0x00416a7e, _ZN3pov13gamma_correctEPf
0x00416a80:0x00416bfb, _ZN3pov14extract_colorsEPfPhS1_S1_S1_Pd
0x00416c00:0x00416e34, _ZN3pov24extract_colors_nocorrectEPfPhS1_S1_S1_Pd
0x00416e40:0x00416f86, _ZN3pov17colour2photonRgbeEPhPf
0x00416f90:0x00417049, _ZN3pov17photonRgbe2colourEPfPh
0x00417050:0x004170c7, _ZN3pov19prepare_output_lineEPA5_f
0x004170d0:0x004170fd, _ZN3pov11ClipColorAAEPf
0x00417100:0x004171fd, _ZN3povL22All_Cone_IntersectionsEPNS_13Object_StructEPNS_10Ray_StructEPNS_13istack_structE
0x00417200:0x004173de, _ZN3povL11Inside_ConeEPdPNS_13Object_StructE
0x004173e0:0x00417527, _ZN3povL11Cone_NormalEPdPNS_13Object_StructEPNS_10istk_entryE
0x00417530:0x00417588, _ZN3povL9Copy_ConeEPNS_13Object_StructE
0x00417590:0x004175b7, _ZN3povL14Translate_ConeEPNS_13Object_StructEPdPNS_16Transform_StructE
0x004175c0:0x004175e7, _ZN3povL11Rotate_ConeEPNS_13Object_StructEPdPNS_16Transform_StructE
0x004175f0:0x00417617, _ZN3povL10Scale_ConeEPNS_13Object_StructEPdPNS_16Transform_StructE
0x00417620:0x00417658, _ZN3povL14Transform_ConeEPNS_13Object_StructEPNS_16Transform_StructE
0x00417660:0x0041767c, _ZN3povL11Invert_ConeEPNS_13Object_StructE
0x00417680:0x004176bf, _ZN3povL12Destroy_ConeEPNS_13Object_StructE
0x004176c0:0x004178c0, _ZN3pov11Create_ConeEv
0x004178c0:0x00417ad2, _ZN3pov15Create_CylinderEv
0x00417ae0:0x00417d5c, _ZN3pov17Compute_Cone_DataEPNS_13Object_StructE
0x00417d60:0x00417e33, _ZN3pov21Compute_Cylinder_DataEPNS_13Object_StructE
0x00417e40:0x00417ed0, _ZN3pov17Compute_Cone_BBoxEPNS_11Cone_StructE
0x00417ed0:0x00418880, _ZN3povL14intersect_coneEPNS_10Ray_StructEPNS_11Cone_StructEPNS_27Cone_Intersection_StructureE
0x00418880:0x00418bbb, _ZN3povL27All_CSG_Union_IntersectionsEPNS_13Object_StructEPNS_10Ray_StructEPNS_13istack_structE
0x00418bc0:0x00418c5a, _ZN3povL16Inside_CSG_UnionEPdPNS_13Object_StructE
0x00418c60:0x00418d6b, _ZN3povL8Copy_CSGEPNS_13Object_StructE
0x00418d70:0x00418dd7, _ZN3povL13Translate_CSGEPNS_13Object_StructEPdPNS_16Transform_StructE
0x00418de0:0x00418e47, _ZN3povL10Rotate_CSGEPNS_13Object_StructEPdPNS_16Transform_StructE
0x00418e50:0x00418eb7, _ZN3povL9Scale_CSGEPNS_13Object_StructEPdPNS_16Transform_StructE
0x00418ec0:0x00418f1f, _ZN3povL13Transform_CSGEPNS_13Object_StructEPNS_16Transform_StructE
0x00418f20:0x00418f86, _ZN3povL16Invert_CSG_UnionEPNS_13Object_StructE
0x00418f90:0x00418fcf, _ZN3povL11Destroy_CSGEPNS_13Object_StructE
0x00418fd0:0x0041938c, _ZN3povL27All_CSG_Merge_IntersectionsEPNS_13Object_StructEPNS_10Ray_StructEPNS_13istack_structE
0x00419390:0x0041959d, _ZN3povL31All_CSG_Intersect_IntersectionsEPNS_13Object_StructEPNS_10Ray_StructEPNS_13istack_structE
0x004195a0:0x00419635, _ZN3povL23Inside_CSG_IntersectionEPdPNS_13Object_StructE
0x00419640:0x004196a6, _ZN3povL23Invert_CSG_IntersectionEPNS_13Object_StructE
0x004196b0:0x004197e7, _ZN3pov16Create_CSG_UnionEv
0x004197f0:0x00419919, _ZN3pov16Create_CSG_MergeEv
0x00419920:0x00419a49, _ZN3pov23Create_CSG_IntersectionEv
0x00419a50:0x0041a1ff, _ZN3pov16Compute_CSG_BBoxEPNS_13Object_StructE
0x0041a200:0x0041a2e4, _ZN3pov22Determine_CSG_TexturesEPNS_10CSG_StructEPdPiPPNS_14Texture_StructES2_
0x0041a2f0:0x0041a3f5, _ZN3povL17Find_CSG_TexturesEPNS_10CSG_StructEPdPiPPNS_14Texture_StructE
0x0041a400:0x0041a4a1, _ZN3pov22Make_min_max_from_BBoxERA3_dS1_NS_19Bounding_Box_StructE
0x0041a4b0:0x0041a4e5, _ZN3pov13BOUNDS_VOLUMEERdRKNS_19Bounding_Box_StructE
0x0041a4f0:0x0041a545, _ZN3pov9pop_entryEPNS_13istack_structE
0x0041a550:0x0041a593, _ZN3pov9push_copyEPNS_13istack_structEPNS_10istk_entryE
0x0041a5a0:0x0041a792, _ZN3pov11Create_DiscEv
0x0041a7a0:0x0041a7f3, _ZN3pov12Compute_DiscEPNS_11Disc_StructE
0x0041a800:0x0041a8da, _ZN3povL17Compute_Disc_BBoxEPNS_11Disc_StructE
0x0041a8e0:0x0041a981, _ZN3povL22All_Disc_IntersectionsEPNS_13Object_StructEPNS_10Ray_StructEPNS_13istack_structE
0x0041a990:0x0041aa13, _ZN3povL11Inside_DiscEPdPNS_13Object_StructE
0x0041aa20:0x0041aa51, _ZN3povL11Disc_NormalEPdPNS_13Object_StructEPNS_10istk_entryE
0x0041aa60:0x0041aab8, _ZN3povL9Copy_DiscEPNS_13Object_StructE
0x0041aac0:0x0041aae7, _ZN3povL14Translate_DiscEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0041aaf0:0x0041ab17, _ZN3povL11Rotate_DiscEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0041ab20:0x0041ab47, _ZN3povL10Scale_DiscEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0041ab50:0x0041abd0, _ZN3povL14Transform_DiscEPNS_13Object_StructEPNS_16Transform_StructE
0x0041abd0:0x0041abec, _ZN3povL11Invert_DiscEPNS_13Object_StructE
0x0041abf0:0x0041ac2f, _ZN3povL12Destroy_DiscEPNS_13Object_StructE
0x0041ac30:0x0041ae22, _ZN3povL14Intersect_DiscEPNS_10Ray_StructEPNS_11Disc_StructEPd
0x0041ae30:0x0041aedf, _ZN3pov17Parse_Float_ParamEv
0x0041aee0:0x0041b05e, _ZN3povL13Parse_ExpressEPdPi
0x0041b060:0x0041b0f5, _ZN3pov18Parse_Float_Param2EPdS0_
0x0041b100:0x0041b188, _ZN3pov11Parse_FloatEv
0x0041b190:0x0041d7c0, _ZN3povL16Parse_Num_FactorEPdPi
0x0041d7c0:0x0041d96a, _ZN3povL16Parse_Rel_FactorEPdPi
0x0041d970:0x0041db0a, _ZN3pov11Allow_FloatEd
0x0041db10:0x0041dcaa, _ZN3pov12Allow_VectorEPd
0x0041dcb0:0x0041dd9a, _ZN3pov12Parse_VectorEPd
0x0041dda0:0x0041de94, _ZN3pov14Parse_Vector4DEPd
0x0041dea0:0x0041df8a, _ZN3pov13Parse_UV_VectEPd
