0x004054e0:0x00405510, _ZNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEC2EPKcRKS3_.isra.94
0x00405de0:0x00405e06, _GLOBAL__sub_I_fe_raviart_thomas.cc
0x00405e10:0x00405e36, _GLOBAL__sub_I_fe_raviart_thomas_nodal.cc
0x00405e40:0x00405e66, _GLOBAL__sub_I__ZN6dealii8FESystemILi3ELi3EE37initialize_quad_dof_index_permutationEv
0x00405e70:0x00405e96, _GLOBAL__sub_I_fe_tools.all_dimensions.cc
0x00405ea0:0x00406967, _ZN6dealii12_GLOBAL__N_120get_default_fe_namesEv
0x00406970:0x004069d9, _GLOBAL__sub_I_fe_tools.cc
0x004069e0:0x00406a06, _GLOBAL__sub_I_fe_values.cc
0x00406a10:0x00406a36, _GLOBAL__sub_I_mapping_c1.cc
0x00406a40:0x00406a66, _GLOBAL__sub_I_mapping_cartesian.cc
0x00406a70:0x00406a96, _GLOBAL__sub_I__ZNK6dealii8MappingQILi3ELi3EE25set_laplace_on_hex_vectorERNS_5TableILi2EdEE
0x00406aa0:0x00406af3, _GLOBAL__sub_I_mapping_q1.cc
0x00406b00:0x00406b26, _GLOBAL__sub_I_mapping_q1_eulerian.cc
0x00406b30:0x00406b56, _GLOBAL__sub_I_mapping_q_eulerian.cc
0x00406b60:0x00406ced, _GLOBAL__sub_I__ZN6dealii13GridGenerator7moebiusERNS_13TriangulationILi3ELi3EEEjjdd
0x00406cf0:0x00406d16, _GLOBAL__sub_I__ZN6dealii6GridInILi3ELi3EE8read_xdaERSi
0x00406d20:0x00406d46, _GLOBAL__sub_I_grid_refinement.cc
0x00406d50:0x00406d76, _GLOBAL__sub_I__ZN6dealii8internal16GridReordering3d9CheapEdgeC2Ejj
0x00406d80:0x00406da6, _GLOBAL__sub_I__ZN6dealii9GridTools12cell_measureILi3EEEdRKSt6vectorINS_5PointIXT_EEESaIS4_EERAlsLi1ET__Kj
0x00406db0:0x00406dd6, _GLOBAL__sub_I_intergrid_map.cc
0x00406de0:0x00406e06, _GLOBAL__sub_I_persistent_tria.cc
0x00406e10:0x00406e63, _GLOBAL__sub_I__ZNK6dealii13TriangulationILi3ELi3EE11n_raw_quadsEj
0x00406e70:0x00406e96, _GLOBAL__sub_I__ZNK6dealii12CellAccessorILi3ELi3EE12point_insideERKNS_5PointILi3EEE
0x00406ea0:0x00406ec6, _GLOBAL__sub_I__ZNK6dealii8internal2hp8DoFFacesILi3EE18memory_consumptionEv
0x00406ed0:0x00406ef6, _GLOBAL__sub_I_dof_handler.cc_0
0x00406f00:0x00406f26, _GLOBAL__sub_I__ZNK6dealii8internal2hp8DoFLevelILi0EE18memory_consumptionEv
0x00406f30:0x00406f56, _GLOBAL__sub_I__ZNK6dealii8internal2hp8DoFLevelILi3EE18memory_consumptionEv
0x00406f60:0x00406f86, _GLOBAL__sub_I_dof_objects.all_dimensions.cc_0
0x00406f90:0x00406fb6, _GLOBAL__sub_I_fe_collection.cc
0x00406fc0:0x00406fe6, _GLOBAL__sub_I_fe_values.cc_0
0x00406ff0:0x004070d7, _GLOBAL__sub_I_mapping_collection.cc
0x004070e0:0x00407106, _GLOBAL__sub_I_block_matrix_array.cc
0x00407110:0x00407136, _GLOBAL__sub_I_block_sparse_matrix.cc
0x00407140:0x00407166, _GLOBAL__sub_I__ZN6dealii20BlockSparsityPatternC2Ev
0x00407170:0x00407196, _GLOBAL__sub_I_block_vector.cc
0x004071a0:0x004071c6, _GLOBAL__sub_I_chunk_sparse_matrix.cc
0x004071d0:0x004071f6, _GLOBAL__sub_I__ZN6dealii20ChunkSparsityPatternC2Ev
0x00407200:0x00407226, _GLOBAL__sub_I__ZN6dealii28CompressedSetSparsityPatternC2Ev
0x00407230:0x00407256, _GLOBAL__sub_I__ZN6dealii31CompressedSimpleSparsityPatternC2Ev
0x00407260:0x00407286, _GLOBAL__sub_I__ZN6dealii25CompressedSparsityPattern4Line10cache_sizeE
0x00407290:0x00407308, _GLOBAL__sub_I__ZN6dealii16ConstraintMatrix19default_empty_tableE
0x00407310:0x00407336, _GLOBAL__sub_I_full_matrix.cc
0x00407340:0x00407366, _GLOBAL__sub_I_lapack_full_matrix.cc
0x00407370:0x00407396, _GLOBAL__sub_I__ZN6dealii15MeanValueFilterC2Ej
0x004073a0:0x004073c6, _GLOBAL__sub_I__ZN6dealii9MatrixOut7OptionsC2Ebjb
0x004073d0:0x004073f6, _GLOBAL__sub_I_petsc_block_sparse_matrix.cc
0x00407400:0x00407426, _GLOBAL__sub_I_petsc_full_matrix.cc
0x00407430:0x00407456, _GLOBAL__sub_I_petsc_matrix_base.cc
0x00407460:0x00407486, _GLOBAL__sub_I_petsc_parallel_block_sparse_matrix.cc
0x00407490:0x004074b6, _GLOBAL__sub_I_petsc_parallel_sparse_matrix.cc
0x004074c0:0x004074e6, _GLOBAL__sub_I_petsc_precondition.cc
0x004074f0:0x00407516, _GLOBAL__sub_I_petsc_solver.cc
0x00407520:0x00407546, _GLOBAL__sub_I_petsc_sparse_matrix.cc
0x00407550:0x00407576, _GLOBAL__sub_I_precondition_block.cc
0x00407580:0x004075a6, _GLOBAL__sub_I_precondition_block_ez.cc
0x004075b0:0x004075d6, _GLOBAL__sub_I_solver.cc
0x004075e0:0x00407606, _GLOBAL__sub_I_sparse_decomposition.cc
0x00407610:0x00407636, _GLOBAL__sub_I_ma27ad_
0x00407640:0x00407666, _GLOBAL__sub_I_sparse_ilu.cc
0x00407670:0x00407696, _GLOBAL__sub_I_sparse_matrix.cc
0x004076a0:0x004076c6, _GLOBAL__sub_I_sparse_matrix_ez.cc
0x004076d0:0x004076f6, _GLOBAL__sub_I_sparse_mic.cc
0x00407700:0x00407726, _GLOBAL__sub_I_sparse_vanka.cc
0x00407730:0x00407756, _GLOBAL__sub_I__ZN6dealii15SparsityPattern13invalid_entryE
0x00407760:0x00407786, _GLOBAL__sub_I__ZN6dealii13SparsityTools9partitionERKNS_15SparsityPatternEjRSt6vectorIjSaIjEE
0x00407790:0x004077b6, _GLOBAL__sub_I_trilinos_block_sparse_matrix.cc
0x004077c0:0x004077e6, _GLOBAL__sub_I_trilinos_block_vector.cc
0x004077f0:0x00407816, _GLOBAL__sub_I_trilinos_precondition.cc
0x00407820:0x00407846, _GLOBAL__sub_I_trilinos_precondition_block.cc
0x00407850:0x00407876, _GLOBAL__sub_I_trilinos_solver.cc
0x00407880:0x004078a6, _GLOBAL__sub_I_trilinos_solver_block.cc
0x004078b0:0x004078d6, _GLOBAL__sub_I_trilinos_sparse_matrix.cc
0x004078e0:0x00407906, _GLOBAL__sub_I_trilinos_sparsity_pattern.cc
0x00407910:0x00407936, _GLOBAL__sub_I_trilinos_vector.cc
0x00407940:0x00407966, _GLOBAL__sub_I_vector.cc
0x00407970:0x00407c21, _GLOBAL__sub_I_vector_memory.cc
0x00407c30:0x00407c56, _GLOBAL__sub_I__ZN9libparest16GraphicalDisplayC2Ev
0x00407c60:0x00407c86, _GLOBAL__sub_I__ZN9libparest10MessageLog7Filters4BaseD2Ev
0x00407c90:0x00407cb6, _GLOBAL__sub_I__ZN9libparest17PerStepStatisticsD2Ev
0x00407cc0:0x00407ce6, _GLOBAL__sub_I_top_level.cc
0x00407cf0:0x00407ec8, _GLOBAL__sub_I__ZN9libparest14static_fe_listE
0x00407ed0:0x00407ef6, _GLOBAL__sub_I_coefficient.cc
0x00407f00:0x00407f26, _GLOBAL__sub_I__ZN12METomography11Evaluations11Grid128x128ILi3EdE10get_pointsEv
0x00407f30:0x00407f56, _GLOBAL__sub_I_experiment_description.cc
0x00407f60:0x00407fd6, _GLOBAL__sub_I__ZN12METomography10MessageLog13ServerFactory17instance_variableE
0x00407fe0:0x00408006, _GLOBAL__sub_I__ZN12METomography13ForwardSolver11block_solveERKN6dealii17BlockSparseMatrixIdEERNS1_6VectorIdEERKNS1_11BlockVectorIdEE
0x00408010:0x00408e87, _GLOBAL__sub_I__ZN12METomography13ForwardSolver10Evaluation21BreastPhantomGeometry18detector_positionsE
0x00408e90:0x00408eb6, _GLOBAL__sub_I_forward_solver_parameters.cc
0x00408ec0:0x0040a07f, _GLOBAL__sub_I__ZN12METomography8Geometry13BreastPhantom13source_pointsE
0x0040a080:0x0040a0a6, _GLOBAL__sub_I_me_parameters.cc
0x0040a0b0:0x0040a103, _GLOBAL__sub_I__ZN12METomography5Slave8internal16SparseDirectSPEC10initializeERKN6dealii15SparsityPatternE
0x0040a110:0x0040a136, _GLOBAL__sub_I__Z12report_errorRKSt9exceptionRKNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEEjRN9libparest10MessageLog6ClientE
0x0040a140:0x0040a3be, main
0x0040a3c0:0x0040a3e6, _GLOBAL__sub_I_measurements.cc
0x0040a3f0:0x0040a416, _GLOBAL__sub_I__ZN12METomography11BlockSolver5solveERKN6dealii12SparseMatrixIdEERNS1_6VectorIdEERKS7_
0x0040a420:0x0040a446, _GLOBAL__sub_I_state_discretization.cc
0x0040a450:0x0040a4a3, _GLOBAL__sub_I_synthetic_data.cc
0x0040a4b0:0x0040a4d6, _GLOBAL__sub_I_targets.cc
0x0040a4e0:0x0040a506, _GLOBAL__sub_I_mg_dof_accessor.cc
0x0040a510:0x0040a536, _GLOBAL__sub_I__ZNK6dealii12MGDoFHandlerILi3ELi3EE13get_dof_indexILi1EEEjjjjj
0x0040a540:0x0040a566, _GLOBAL__sub_I_mg_dof_tools.cc
0x0040a570:0x0040a596, _GLOBAL__sub_I_mg_smoother.cc
0x0040a5a0:0x0040a5c6, _GLOBAL__sub_I_mg_tools.all_dimensions.cc
0x0040a5d0:0x0040a5f6, _GLOBAL__sub_I_mg_transfer_block.cc
0x0040a600:0x0040a626, _GLOBAL__sub_I_mg_transfer_component.cc
0x0040a630:0x0040a656, _GLOBAL__sub_I_mg_transfer_prebuilt.cc
0x0040a660:0x0040a686, _GLOBAL__sub_I__ZNK6dealii23MGTransferComponentBase18memory_consumptionEv
0x0040a690:0x0040a6b6, _GLOBAL__sub_I_data_out.cc
0x0040a6c0:0x0040a6e6, _GLOBAL__sub_I_data_out_faces.cc
0x0040a6f0:0x0040a716, _GLOBAL__sub_I_data_out_rotation.cc
0x0040a720:0x0040a746, _GLOBAL__sub_I_data_out_stack.cc
0x0040a750:0x0040a776, _GLOBAL__sub_I_derivative_approximation.cc
0x0040a780:0x0040a7a6, _GLOBAL__sub_I_error_estimator.cc
0x0040a7b0:0x0040a7d6, _GLOBAL__sub_I_fe_field_function.cc
0x0040a7e0:0x0040a806, _GLOBAL__sub_I__ZN6dealii11MatrixTools27local_apply_boundary_valuesERKSt3mapIjdSt4lessIjESaISt4pairIKjdEEERKSt6vectorIjSaIjEERNS_10FullMatrixIdEERNS_6VectorIdEEb
0x0040a810:0x0040a836, _GLOBAL__sub_I_matrices.cc
0x0040a840:0x0040a866, _GLOBAL__sub_I_solution_transfer.cc
0x0040a870:0x0040a988, _GLOBAL__sub_I__ZN6dealii13TimeDependent16TimeSteppingDataC2Ejj
0x0040a990:0x0040a9b6, _GLOBAL__sub_I__ZN6dealii11VectorTools19subtract_mean_valueERNS_6VectorIdEERKSt6vectorIbSaIbEE
0x0040a9c0:0x0040a9e6, _GLOBAL__sub_I_vectors.cc
0x0040a9f0:0x0040aa16, _GLOBAL__sub_I__ZN9libparest6Master6Master17PerStepStatisticsC2ERKSt6vectorIN6dealii12SmartPointerINS_17PerStepStatisticsEEESaIS7_EE
0x0040aa20:0x0040aa46, _GLOBAL__sub_I_newton_method.cc
0x0040aa50:0x0040aa8f, _GLOBAL__sub_I__ZN9libparest6Master17StepLengthControl23ResidualComputationBaseD2Ev
0x0040aa90:0x0040ab8d, _GLOBAL__sub_I__Z8filenameB5cxx11
0x0040ab90:0x0040abb6, _GLOBAL__sub_I_bounds.cc
0x0040abc0:0x0040abe6, _GLOBAL__sub_I_field.cc
0x0040abf0:0x0040ac16, _GLOBAL__sub_I_field_discretization.cc
0x0040ac20:0x0040ac46, _GLOBAL__sub_I__ZN9libparest9Parameter5Field14Regularization35get_regularization_functional_namesB5cxx11Ev
0x0040ac50:0x0040ac76, _GLOBAL__sub_I__ZN9libparest5Slave4BaseC2ERKNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEEjRNS_10MessageLog10ServerBaseE
0x0040ac80:0x0040aca6, _GLOBAL__sub_I_evaluations.cc
0x0040acb0:0x0040acd6, _GLOBAL__sub_I__ZN9libparest5Slave10Stationary12GlobalMatrix19SparseSym_A_InverseIdEC2ERKN6dealii12SparseMatrixIdEE
0x0040ace0:0x0040ad06, _GLOBAL__sub_I_grid_refinement.cc_0
0x0040ad10:0x0040ad59, _GLOBAL__sub_I__ZN9libparest5Slave10Stationary12Measurements23BoundaryMeasurementBaseC2ERKSt3setIhSt4lessIhESaIhEE
0x0040ad60:0x0040ad86, _GLOBAL__sub_I_slave.cc
0x0040ad90:0x0040adb6, _GLOBAL__sub_I_state_discretization.cc_0
0x0040adc0:0x0040ade6, _GLOBAL__sub_I_synthetic_data.cc_0
0x0040adf0:0x0040ae1a, _start
0x0040ae20:0x0040ae52, deregister_tm_clones
0x0040ae60:0x0040ae9a, register_tm_clones
0x0040aea0:0x0040aebc, __do_global_dtors_aux
0x0040aec0:0x0040aee6, frame_dummy
0x0040aef0:0x0040b10e, _ZNK6dealii22AutoDerivativeFunctionILi1EE8gradientERKNS_5PointILi1EEEj
0x0040b110:0x0040b44b, _ZNK6dealii22AutoDerivativeFunctionILi1EE13gradient_listERKSt6vectorINS_5PointILi1EEESaIS4_EERS2_INS_6TensorILi1ELi1EEESaISA_EEj
0x0040b450:0x0040b7d9, _ZNK6dealii22AutoDerivativeFunctionILi1EE20vector_gradient_listERKSt6vectorINS_5PointILi1EEESaIS4_EERS2_IS2_INS_6TensorILi1ELi1EEESaISA_EESaISC_EE
0x0040b7e0:0x0040bb27, _ZNK6dealii22AutoDerivativeFunctionILi2EE8gradientERKNS_5PointILi2EEEj
0x0040bb30:0x0040bfd9, _ZNK6dealii22AutoDerivativeFunctionILi2EE13gradient_listERKSt6vectorINS_5PointILi2EEESaIS4_EERS2_INS_6TensorILi1ELi2EEESaISA_EEj
0x0040bfe0:0x0040c510, _ZNK6dealii22AutoDerivativeFunctionILi2EE20vector_gradient_listERKSt6vectorINS_5PointILi2EEESaIS4_EERS2_IS2_INS_6TensorILi1ELi2EEESaISA_EESaISC_EE
0x0040c510:0x0040c97f, _ZNK6dealii22AutoDerivativeFunctionILi3EE8gradientERKNS_5PointILi3EEEj
0x0040c980:0x0040cf81, _ZNK6dealii22AutoDerivativeFunctionILi3EE13gradient_listERKSt6vectorINS_5PointILi3EEESaIS4_EERS2_INS_6TensorILi1ELi3EEESaISA_EEj
0x0040cf90:0x0040d5bd, _ZNK6dealii22AutoDerivativeFunctionILi3EE20vector_gradient_listERKSt6vectorINS_5PointILi3EEESaIS4_EERS2_IS2_INS_6TensorILi1ELi3EEESaISA_EESaISC_EE
0x0040d5c0:0x0040d5e9, _ZN6dealii6VectorIdE4swapERS1_
0x0040d5f0:0x0040d61a, _ZN6dealii22AutoDerivativeFunctionILi1EED2Ev
0x0040d620:0x0040d626, _ZThn16_N6dealii22AutoDerivativeFunctionILi1EED1Ev
0x0040d630:0x0040d642, _ZN6dealii22AutoDerivativeFunctionILi1EED0Ev
0x0040d650:0x0040d656, _ZThn16_N6dealii22AutoDerivativeFunctionILi1EED0Ev
0x0040d660:0x0040d68a, _ZN6dealii6VectorIdED2Ev
0x0040d690:0x0040d6ba, _ZN6dealii22AutoDerivativeFunctionILi2EED2Ev
0x0040d6c0:0x0040d6c6, _ZThn16_N6dealii22AutoDerivativeFunctionILi2EED1Ev
0x0040d6d0:0x0040d6e2, _ZN6dealii22AutoDerivativeFunctionILi2EED0Ev
0x0040d6f0:0x0040d6f6, _ZThn16_N6dealii22AutoDerivativeFunctionILi2EED0Ev
0x0040d700:0x0040d72a, _ZN6dealii22AutoDerivativeFunctionILi3EED2Ev
0x0040d730:0x0040d736, _ZThn16_N6dealii22AutoDerivativeFunctionILi3EED1Ev
0x0040d740:0x0040d752, _ZN6dealii22AutoDerivativeFunctionILi3EED0Ev
0x0040d760:0x0040d766, _ZThn16_N6dealii22AutoDerivativeFunctionILi3EED0Ev
0x0040d770:0x0040d77c, _ZN6dealii22AutoDerivativeFunctionILi3EE17ExcInvalidFormulaD2Ev
0x0040d780:0x0040d799, _ZN6dealii22AutoDerivativeFunctionILi3EE17ExcInvalidFormulaD0Ev
0x0040d7a0:0x0040d7ac, _ZN6dealii22AutoDerivativeFunctionILi2EE17ExcInvalidFormulaD2Ev
0x0040d7b0:0x0040d7c9, _ZN6dealii22AutoDerivativeFunctionILi2EE17ExcInvalidFormulaD0Ev
0x0040d7d0:0x0040d7dc, _ZN6dealii22AutoDerivativeFunctionILi1EE17ExcInvalidFormulaD2Ev
0x0040d7e0:0x0040d7f9, _ZN6dealii22AutoDerivativeFunctionILi1EE17ExcInvalidFormulaD0Ev
0x0040d800:0x0040d895, _ZN6dealii6VectorIdE6reinitEjb
0x0040d8a0:0x0040d8d2, _ZN6dealii6VectorIdED0Ev
0x0040d8e0:0x0040e372, _ZNK6dealii22AutoDerivativeFunctionILi1EE15vector_gradientERKNS_5PointILi1EEERSt6vectorINS_6TensorILi1ELi1EEESaIS8_EE
0x0040e380:0x0040eef6, _ZNK6dealii22AutoDerivativeFunctionILi2EE15vector_gradientERKNS_5PointILi2EEERSt6vectorINS_6TensorILi1ELi2EEESaIS8_EE
0x0040ef00:0x0040fb26, _ZNK6dealii22AutoDerivativeFunctionILi3EE15vector_gradientERKNS_5PointILi3EEERSt6vectorINS_6TensorILi1ELi3EEESaIS8_EE
0x0040fb30:0x0040fb37, _ZN6dealii22AutoDerivativeFunctionILi1EE11set_formulaENS1_17DifferenceFormulaE
0x0040fb40:0x0040fb4e, _ZN6dealii22AutoDerivativeFunctionILi1EE5set_hEd
0x0040fb50:0x0040fc0c, _ZN6dealii22AutoDerivativeFunctionILi1EEC2Edjd
0x0040fc10:0x0040fc22, _ZN6dealii22AutoDerivativeFunctionILi1EE20get_formula_of_orderEj
0x0040fc30:0x0040fc37, _ZN6dealii22AutoDerivativeFunctionILi2EE11set_formulaENS1_17DifferenceFormulaE
0x0040fc40:0x0040fc58, _ZN6dealii22AutoDerivativeFunctionILi2EE5set_hEd
0x0040fc60:0x0040fd3e, _ZN6dealii22AutoDerivativeFunctionILi2EEC2Edjd
0x0040fd40:0x0040fd52, _ZN6dealii22AutoDerivativeFunctionILi2EE20get_formula_of_orderEj
0x0040fd60:0x0040fd67, _ZN6dealii22AutoDerivativeFunctionILi3EE11set_formulaENS1_17DifferenceFormulaE
0x0040fd70:0x0040fd92, _ZN6dealii22AutoDerivativeFunctionILi3EE5set_hEd
0x0040fda0:0x0040fe88, _ZN6dealii22AutoDerivativeFunctionILi3EEC2Edjd
0x0040fe90:0x0040fea2, _ZN6dealii22AutoDerivativeFunctionILi3EE20get_formula_of_orderEj
0x0040feb0:0x0040feb7, _ZN6dealii18ConditionalOStreamC2ERSob
0x0040fec0:0x0040fec5, _ZN6dealii18ConditionalOStream13set_conditionEb
0x0040fed0:0x0040fed5, _ZNK6dealii18ConditionalOStream9is_activeEv
0x0040fee0:0x0040ff03, _ZN6dealii7numbers9is_finiteEd
0x0040ff10:0x0040ff43, _ZN6dealii7numbers9is_finiteESt7complexIdE
0x0040ff50:0x0040ff9b, _ZN6dealii7numbers9is_finiteESt7complexIfE
0x0040ffa0:0x0040ffa4, _ZN6dealii7numbers12NumberTraitsIdE9conjugateERKd
0x0040ffb0:0x0040ffb9, _ZN6dealii7numbers12NumberTraitsIdE10abs_squareERKd
0x0040ffc0:0x0040ffd1, _ZN6dealii7numbers12NumberTraitsIdE3absERKd
0x0040ffe0:0x0040ffe4, _ZN6dealii7numbers12NumberTraitsIfE9conjugateERKf
0x0040fff0:0x0040fff9, _ZN6dealii7numbers12NumberTraitsIfE10abs_squareERKf
0x00410000:0x00410011, _ZN6dealii7numbers12NumberTraitsIfE3absERKf
0x00410020:0x00410036, _ZN6dealii7numbers12NumberTraitsISt7complexIdEE9conjugateERKS3_
0x00410040:0x0041005b, _ZN6dealii7numbers12NumberTraitsISt7complexIdEE10abs_squareERKS3_
0x00410060:0x0041006e, _ZN6dealii7numbers12NumberTraitsISt7complexIdEE3absERKS3_
0x00410070:0x00410098, _ZN6dealii7numbers12NumberTraitsISt7complexIfEE9conjugateERKS3_
0x004100a0:0x004100c0, _ZN6dealii7numbers12NumberTraitsISt7complexIfEE10abs_squareERKS3_
0x004100c0:0x004100d3, _ZN6dealii7numbers12NumberTraitsISt7complexIfEE3absERKS3_
0x004100e0:0x004101a2, _ZNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEE12_M_constructIPcEEvT_S7_St20forward_iterator_tag.isra.42
0x004101b0:0x004101b5, _ZN6dealii16ConvergenceTableC2Ev
0x004101c0:0x004102bd, _ZN6dealii16ConvergenceTable44omit_column_from_convergence_rate_evaluationERKNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEE
0x004102c0:0x00410543, _ZNSt8_Rb_treeINSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEESt4pairIKS5_N6dealii12TableHandler6ColumnEESt10_Select1stISB_ESt4lessIS5_ESaISB_EE17_M_insert_unique_INSH_11_Alloc_nodeEEESt17_Rb_tree_iteratorISB_ESt23_Rb_tree_const_iteratorISB_ERKSB_RT_.isra.88.constprop.90
0x00410550:0x004114f9, _ZN6dealii16ConvergenceTable26evaluate_convergence_ratesERKNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEENS0_8RateModeE
0x00411500:0x00411566, _ZN6dealii16ConvergenceTable30evaluate_all_convergence_ratesENS0_8RateModeE
0x00411570:0x004129ea, _ZN6dealii16ConvergenceTable26evaluate_convergence_ratesERKNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEES8_NS0_8RateModeE
0x004129f0:0x00412a63, _ZN6dealii16ConvergenceTable30evaluate_all_convergence_ratesERKNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEENS0_8RateModeE
0x00412a70:0x00412a7c, _ZN6dealii18StandardExceptions17ExcNotImplementedD2Ev
0x00412a80:0x00412a99, _ZN6dealii18StandardExceptions17ExcNotImplementedD0Ev
0x00412aa0:0x00412ba5, _ZNKSt8_Rb_treeINSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEESt4pairIKS5_St6vectorIS5_SaIS5_EEESt10_Select1stISB_ESt4lessIS5_ESaISB_EE4findERS7_
0x00412bb0:0x00412d07, _ZNSt8_Rb_treeINSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEESt4pairIKS5_N6dealii12TableHandler6ColumnEESt10_Select1stISB_ESt4lessIS5_ESaISB_EE24_M_get_insert_unique_posERS7_
0x00412d10:0x00412fba, _ZNSt8_Rb_treeINSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEESt4pairIKS5_N6dealii12TableHandler6ColumnEESt10_Select1stISB_ESt4lessIS5_ESaISB_EE29_M_get_insert_hint_unique_posESt23_Rb_tree_const_iteratorISB_ERS7_
0x00412fc0:0x00413183, _ZN6dealii11DataOutBase8EpsFlags22default_color_functionEddd
0x00413190:0x004131d6, _ZN6dealii11DataOutBase8EpsFlags25grey_scale_color_functionEddd
0x004131e0:0x0041322e, _ZN6dealii11DataOutBase8EpsFlags33reverse_grey_scale_color_functionEddd
0x00413230:0x004132f1, _ZN6dealii12_GLOBAL__N_18DXStream11write_pointILi2EEEvjRKNS_5PointIXT_EEE.isra.81
0x00413300:0x004133d3, _ZN6dealii12_GLOBAL__N_18DXStream11write_pointILi3EEEvjRKNS_5PointIXT_EEE.isra.103
0x004133e0:0x004134bc, _ZN6dealii12_GLOBAL__N_18DXStream11write_pointILi4EEEvjRKNS_5PointIXT_EEE.isra.112
