0x00402650:0x0040267a, _start
0x0040cb10:0x0040f212, Perl_do_sv_dump
0x0040f220:0x0040f250, Perl_magic_dump
0x0040f250:0x0040f3ec, Perl_do_hv_dump
0x0040f3f0:0x0040f48a, Perl_do_gv_dump
0x0040f490:0x0040f6a0, Perl_do_gvgv_dump
0x0040f6a0:0x0040f6bb, S_av_top_index_1
0x0040f6c0:0x0040f6d2, CvNAME_HEK
0x0040f6e0:0x0040f6e8, S_CvDEPTHp
0x0040f6f0:0x0040f73e, Perl_sv_dump
0x0040f740:0x0040f847, Perl_runops_debug
0x0040f850:0x0040fab1, Perl_debop
0x0040fac0:0x0040fb19, S_debprof
0x0040fb20:0x0040fc4b, S_deb_padvar
0x0040fc50:0x0040fcdd, S_deb_curcv
0x0040fce0:0x0040ff62, Perl_multideref_stringify
0x0040ff70:0x0040fff2, S_append_padvar
0x00410000:0x00410066, S_append_gv_name
0x00410070:0x004100a6, Perl_watch
0x004100b0:0x00410113, Perl_debprofdump
0x00410120:0x00410230, Perl_gv_add_by_type
0x00410230:0x00410242, Perl_gv_fetchfile
0x00410250:0x00410389, Perl_gv_fetchfile_flags
0x00410390:0x004106fc, Perl_gv_init_pvn
0x00410700:0x00410742, Perl_gv_const_sv
0x00410750:0x004107e4, Perl_newGP
0x004107f0:0x0041088e, S_perl_hash_one_at_a_time_hard
0x00410890:0x00410972, Perl_cvgv_set
0x00410980:0x00410994, S_SvREFCNT_dec_NN_2
0x004109a0:0x004109b2, CvNAME_HEK_0
0x004109c0:0x00410ab7, Perl_cvgv_from_hek
0x00410ac0:0x00410b09, Perl_cvstash_set
0x00410b10:0x00410b7c, Perl_gv_init_sv
0x00410b80:0x00410bb9, Perl_gv_init_pv
0x00410bc0:0x00410c33, Perl_gv_name_set
0x00410c40:0x00410cb3, Perl_gv_fetchmeth_sv
0x00410cc0:0x00411280, S_gv_fetchmeth_internal
0x00411280:0x00411295, Perl_gv_fetchmeth_pvn
0x004112a0:0x004112db, Perl_gv_fetchmeth_pv
0x004112e0:0x0041134c, Perl_gv_fetchmeth_sv_autoload
0x00411350:0x0041143a, Perl_gv_fetchmeth_pvn_autoload
0x00411440:0x00411479, Perl_gv_fetchmeth_pv_autoload
0x00411480:0x0041148e, Perl_gv_fetchmethod_autoload
0x00411490:0x004114b7, Perl_gv_fetchmethod_pv_flags
0x004114c0:0x00411526, Perl_gv_fetchmethod_sv_flags
0x00411530:0x004119b7, Perl_gv_fetchmethod_pvn_flags
0x004119c0:0x004119d5, Perl_gv_stashpvn
0x004119e0:0x00411e5e, Perl_gv_autoload_pvn
0x00411e60:0x00411e74, S_CvGV_0
0x00411e80:0x00411ee6, Perl_gv_autoload_sv
0x00411ef0:0x00411f1a, Perl_gv_autoload_pv
0x00411f20:0x00411f3f, Perl_gv_stashpv
0x00411f40:0x0041206b, S_gv_stashsvpvn_cached
0x00412070:0x0041207d, Perl_gv_stashsv
0x00412080:0x004120a2, Perl_gv_fetchpv
0x004120b0:0x00412583, Perl_gv_fetchpvn_flags
0x00412590:0x00412601, Perl_gv_fetchsv
0x00412610:0x00412a82, S_parse_gv_stash_name
0x00412a90:0x00412d1c, S_find_default_stash
0x00412d20:0x00412d95, S_gv_init_svtype
0x00412da0:0x00412e70, S_maybe_multimagic_gv
0x00412e70:0x00412eb1, S_gv_magicalize_isa
0x00412ec0:0x00413754, S_gv_magicalize
0x00413760:0x004138d0, Perl_gv_fullname4
0x004138d0:0x0041390a, Perl_gv_efullname4
0x00413910:0x00413b76, Perl_gv_check
0x00413b80:0x00413bd3, Perl_newGVgen_flags
0x00413be0:0x00413c19, Perl_gp_ref
0x00413c20:0x00413ee2, Perl_gp_free
0x00413ef0:0x00413f09, S_SvREFCNT_dec_0
0x00413f10:0x00413f5e, Perl_magic_freeovrld
0x00413f60:0x004145a5, Perl_Gv_AMupdate
0x004145b0:0x004145bd, S_SvREFCNT_inc_0
0x004145c0:0x004146bd, Perl_gv_handler
0x004146c0:0x00414797, Perl_try_amagic_un
0x004147a0:0x00415d2c, Perl_amagic_call
0x00415d30:0x00415f06, Perl_try_amagic_bin
0x00415f10:0x00415fe6, Perl_amagic_deref_call
0x00415ff0:0x004160c0, Perl_amagic_is_enabled
0x004160c0:0x004162bc, Perl_gv_try_downgrade
0x004162c0:0x00416382, Perl_gv_override
0x00416390:0x00416616, S_maybe_add_coresub
0x00416620:0x0041663e, core_xsub
0x00416640:0x00416790, S_gv_stashpvn_internal
0x00416790:0x00416960, S_gv_is_in_main
0x00416960:0x00416a79, S_require_tie_mod
0x00416a80:0x00416ac2, Perl_free_tied_hv_pool
0x00416ad0:0x00416b00, Perl_hv_common_key_len
0x00416b00:0x0041779a, Perl_hv_common
0x004177a0:0x00417ea2, S_hv_delete_common
0x00417eb0:0x00417ee2, S_new_he
0x00417ef0:0x00417f3c, S_hv_magic_check
0x00417f40:0x00417fde, S_perl_hash_one_at_a_time_hard_0
0x00417fe0:0x00418154, S_share_hek_flags
0x00418160:0x0041816b, Perl_unshare_hek
0x00418170:0x004181c5, Perl_hv_placeholders_p
0x004181d0:0x004181e9, S_SvREFCNT_dec_1
0x004181f0:0x00418254, S_hv_notallowed
0x00418260:0x004182c0, S_save_hek_flags
0x004182c0:0x004182d9, Perl_hv_placeholders_get
0x004182e0:0x00418437, S_clear_placeholders
0x00418440:0x0041865a, S_hsplit
0x00418660:0x004186df, Perl_hv_scalar
0x004186e0:0x00418773, Perl_hv_fill
0x00418780:0x00418824, Perl_hv_ksplit
0x00418830:0x00418b93, Perl_newHVhv
0x00418ba0:0x00418c10, Perl_hv_iterinit
0x00418c10:0x00418f45, Perl_hv_iternext_flags
0x00418f50:0x00418fad, Perl_hv_iterval
0x00418fb0:0x00418fdd, Perl_hv_riter_set
0x00418fe0:0x0041900f, Perl_hv_eiter_set
0x00419010:0x004191f3, Perl_hv_copy_hints_hv
0x00419200:0x00419214, S_SvREFCNT_dec_NN_3
0x00419220:0x00419235, Perl_hv_free_ent
0x00419240:0x00419295, S_hv_free_ent_ret
0x004192a0:0x004192f5, Perl_hv_delayfree_ent
0x00419300:0x0041930d, S_SvREFCNT_inc_1
0x00419310:0x00419464, Perl_hv_clear
0x00419470:0x00419483, Perl_hv_iterkeysv
0x00419490:0x004194d9, S_hfreeentries
0x004194e0:0x00419537, Perl_hv_placeholders_set
0x00419540:0x00419567, Perl_hv_clear_placeholders
0x00419570:0x0041978d, Perl_hfree_next_entry
0x00419790:0x00419c42, Perl_hv_undef_flags
0x00419c50:0x00419e53, Perl_hv_name_set
0x00419e60:0x00419f03, S_hv_auxinit
0x00419f10:0x00419f3d, Perl_hv_riter_p
0x00419f40:0x00419f6d, Perl_hv_eiter_p
0x00419f70:0x00419f98, Perl_hv_rand_set
0x00419fa0:0x0041a18a, S_unshare_hek_or_pvn
0x0041a190:0x0041a21b, Perl_share_hek
0x0041a220:0x0041a454, Perl_hv_ename_add
0x0041a460:0x0041a4d4, hek_eq_pvn_flags
0x0041a4e0:0x0041a750, Perl_hv_ename_delete
0x0041a750:0x0041a77d, Perl_hv_backreferences_p
0x0041a780:0x0041a7be, Perl_hv_kill_backrefs
0x0041a7c0:0x0041a81c, Perl_hv_iterkey
0x0041a820:0x0041a872, Perl_hv_iternextsv
0x0041a880:0x0041a895, Perl_unsharepvn
0x0041a8a0:0x0041aa3e, Perl_refcounted_he_chain_2hv
0x0041aa40:0x0041aafd, S_refcounted_he_value
0x0041ab00:0x0041ad05, Perl_refcounted_he_fetch_pvn
0x0041ad10:0x0041ad49, Perl_refcounted_he_fetch_pv
0x0041ad50:0x0041adf5, Perl_refcounted_he_fetch_sv
0x0041ae00:0x0041b119, Perl_refcounted_he_new_pvn
0x0041b120:0x0041b15e, Perl_refcounted_he_new_pv
0x0041b160:0x0041b217, Perl_refcounted_he_new_sv
0x0041b220:0x0041b260, Perl_refcounted_he_free
0x0041b260:0x0041b26d, Perl_refcounted_he_inc
0x0041b270:0x0041b2cd, Perl_cop_fetch_label
0x0041b2d0:0x0041b33e, Perl_cop_store_label
0x0041b340:0x0041b37d, S_ptr_hash
0x0041b380:0x0041b3b3, S_hv_auxinit_internal
0x0041b3c0:0x0041e6ab, Perl_keyword
0x0041e6b0:0x0041e6b1, Perl_new_numeric
0x0041e6c0:0x0041e6c1, Perl_set_numeric_standard
0x0041e6d0:0x0041e6d1, Perl_set_numeric_local
0x0041e6e0:0x0041e6e1, Perl_new_ctype
0x0041e6f0:0x0041e6f1, Perl__warn_problematic_locale
0x0041e700:0x0041e701, Perl_new_collate
0x0041e710:0x0041e716, Perl_init_i18nl10n
0x0041e720:0x0041e7a2, Perl__is_in_locale_category
0x0041e7b0:0x0041e7b5, Perl_my_strerror
0x0041e7c0:0x0041e7c1, Perl_sync_locale
0x0041e7d0:0x0041e82b, Perl_mg_magical
0x0041e830:0x0041ea00, Perl_mg_get
0x0041ea00:0x0041ea76, S_save_magic_flags
0x0041ea80:0x0041eaa1, Perl_magic_setutf8
0x0041eab0:0x0041eb68, S_restore_magic
0x0041eb70:0x0041ec5d, Perl_mg_set
0x0041ec60:0x0041ed0b, Perl_mg_length
0x0041ed10:0x0041eda7, Perl_mg_size
0x0041edb0:0x0041ee13, Perl_mg_clear
0x0041ee20:0x0041ee26, Perl_mg_find
0x0041ee30:0x0041ee6e, S_mg_findext_flags
0x0041ee70:0x0041ee77, Perl_mg_findext
0x0041ee80:0x0041eecb, Perl_mg_find_mglob
0x0041eed0:0x0041f05d, Perl_vivify_defelem
0x0041f060:0x0041f15a, Perl_mg_copy
0x0041f160:0x0041f259, Perl_mg_localize
0x0041f260:0x0041f2b4, Perl_mg_free
0x0041f2c0:0x0041f328, S_mg_free_struct
0x0041f330:0x0041f3ab, Perl_mg_free_type
0x0041f3b0:0x0041f41d, Perl_magic_regdata_cnt
0x0041f420:0x0041f425, S_ReANY_0
0x0041f430:0x0041f4e8, Perl_magic_regdatum_get
0x0041f4f0:0x0041f4f6, Perl_magic_regdatum_set
0x0041f500:0x0041f5bf, Perl_emulate_cop_io
0x0041f5c0:0x0041f64e, Perl__get_encoding
0x0041f650:0x0041ff9a, Perl_magic_get
0x0041ffa0:0x0041fff2, S_fixup_errno_string
0x00420000:0x00420025, Perl_magic_getuvar
0x00420030:0x00420204, Perl_magic_setenv
0x00420210:0x0042024a, Perl_magic_clearenv
0x00420250:0x0042031d, Perl_magic_set_all_env
0x00420320:0x0042032a, Perl_magic_clear_all_env
0x00420330:0x0042040c, Perl_magic_getsig
0x00420410:0x004204b9, Perl_whichsig_pvn
0x004204c0:0x004204e4, Perl_magic_clearsig
0x004204f0:0x004208f5, Perl_magic_setsig
0x00420900:0x00420957, Perl_csighandler
0x00420960:0x004209c1, Perl_despatch_signals
0x004209d0:0x004209e9, S_SvREFCNT_dec_2
0x004209f0:0x00420a0e, Perl_magic_setisa
0x00420a10:0x00420af5, Perl_magic_clearisa
0x00420b00:0x00420b89, Perl_magic_getnkeys
0x00420b90:0x00420bcc, Perl_magic_setnkeys
0x00420bd0:0x00420f4a, Perl_magic_methcall
0x00420f50:0x00420f9b, Perl_magic_getpack
0x00420fa0:0x00420fcc, S_magic_methpack
0x00420fd0:0x00421075, Perl_magic_setpack
0x00421080:0x00421150, S_magic_methcall1
0x00421150:0x00421197, Perl_magic_clearpack
0x004211a0:0x0042122f, Perl_magic_sizepack
0x00421230:0x0042127b, Perl_magic_wipepack
0x00421280:0x00421345, Perl_magic_nextpack
0x00421350:0x00421391, Perl_magic_existspack
0x004213a0:0x0042149d, Perl_magic_scalarpack
0x004214a0:0x004215e8, Perl_magic_setdbline
0x004215f0:0x00421631, Perl_magic_getarylen
0x00421640:0x0042168e, Perl_magic_setarylen
0x00421690:0x004216a3, Perl_magic_cleararylen_p
0x004216b0:0x004216dd, Perl_magic_freearylen_p
0x004216e0:0x00421751, Perl_magic_getpos
0x00421760:0x004218ba, Perl_magic_setpos
0x004218c0:0x00421a2f, Perl_magic_getsubstr
0x00421a30:0x00421aa5, S_sv_or_pv_pos_u2b
0x00421ab0:0x00421d41, Perl_magic_setsubstr
0x00421d50:0x00421d79, Perl_magic_gettaint
0x00421d80:0x00421da1, Perl_magic_settaint
0x00421db0:0x00421dd6, Perl_magic_getvec
0x00421de0:0x00421dea, Perl_magic_setvec
0x00421df0:0x00421f18, Perl_defelem_target
0x00421f20:0x00421f3d, Perl_magic_getdefelem
0x00421f40:0x00421f85, Perl_magic_setdefelem
0x00421f90:0x00421f9e, Perl_magic_killbackrefs
0x00421fa0:0x00421fab, Perl_magic_setmglob
0x00421fb0:0x00421fd6, Perl_magic_setuvar
0x00421fe0:0x00421ff2, Perl_magic_setregexp
0x00422000:0x004221b2, Perl_magic_setlvref
0x004221c0:0x004221c8, S_SvREFCNT_inc_NN
0x004221d0:0x004233f9, Perl_magic_set
0x00423400:0x0042343c, Perl_whichsig_sv
0x00423440:0x00423455, Perl_whichsig_pv
0x00423460:0x004239d0, Perl_sighandler
0x004239d0:0x004239d8, S_unwind_handler_stack
0x004239e0:0x004239f2, CvNAME_HEK_1
0x00423a00:0x00423a14, S_CvGV_1
0x00423a20:0x00423a34, S_SvREFCNT_dec_NN_4
0x00423a40:0x00423a8b, Perl_magic_sethint
0x00423a90:0x00423ad3, Perl_magic_clearhint
0x00423ae0:0x00423afc, Perl_magic_clearhints
0x00423b00:0x00423b66, Perl_magic_copycallchecker
0x00423b70:0x00423b7d, S_SvREFCNT_inc_2
0x00423b80:0x00423bad, Perl_magic_setdebugvar
0x00423bb0:0x00423bc6, Perl_magic_getdebugvar
0x00423bd0:0x00423c0f, Perl_cast_ulong
0x00423c10:0x00423c53, Perl_cast_i32
0x00423c60:0x00423cc3, Perl_cast_iv
0x00423cd0:0x00423d37, Perl_cast_uv
0x00423d40:0x00423f71, Perl_grok_bin
0x00423f80:0x00424204, Perl_grok_hex
0x00424210:0x0042440b, Perl_grok_oct
0x00424410:0x00424476, Perl_scan_bin
0x00424480:0x004244e6, Perl_scan_oct
0x004244f0:0x00424556, Perl_scan_hex
0x00424560:0x0042457d, Perl_grok_numeric_radix
0x00424580:0x00424a38, Perl_grok_infnan
0x00424a40:0x00424fe0, Perl_grok_number_flags
0x00424fe0:0x00424fe7, Perl_grok_number
0x00424ff0:0x004250be, Perl_grok_atoUV
0x004250c0:0x004250d8, Perl_my_atof
0x004250e0:0x00425509, Perl_my_atof2
0x00425510:0x00425592, S_my_atof_infnan
0x004255a0:0x00425674, S_mulexp10
0x00425680:0x004256a6, Perl_isinfnan
0x004256b0:0x00425747, Perl_isinfnansv
0x00425750:0x00425908, Perl_Slab_Alloc
0x00425910:0x0042592b, S_new_slab
0x00425930:0x0042597b, Perl_Slab_Free
0x00425980:0x004259a3, Perl_opslab_free
0x004259b0:0x004259fe, Perl_opslab_free_nopad
0x00425a00:0x00425a8e, Perl_opslab_force_free
0x00425a90:0x00425c56, Perl_op_free
0x00425c60:0x00425f15, Perl_allocmy
0x00425f20:0x00425f75, S_find_and_forget_pmops
0x00425f80:0x00425fd0, S_cop_free
0x00425fd0:0x00426206, Perl_op_clear
0x00426210:0x004262a3, S_op_clear_gv
0x004262b0:0x004262c9, S_SvREFCNT_dec_3
0x004262d0:0x004262e4, S_SvREFCNT_dec_NN_5
0x004262f0:0x0042644a, Perl_ck_ftst
0x00426450:0x004264fa, S_forget_pmop
0x00426500:0x0042653d, Perl_op_null
0x00426540:0x00426541, Perl_op_refcnt_lock
0x00426550:0x00426551, Perl_op_refcnt_unlock
0x00426560:0x00426716, Perl_op_sibling_splice
0x00426720:0x00426960, Perl_custom_op_get_field
0x00426960:0x004269ad, S_op_sibling_newUNOP
0x004269b0:0x00426acc, Perl_newUNOP
0x00426ad0:0x00426b3d, S_alloc_LOGOP
0x00426b40:0x00426b6b, Perl_op_contextualize
0x00426b70:0x00426e3e, Perl_scalar
0x00426e40:0x0042707a, Perl_list
0x00427080:0x00427817, Perl_scalarvoid
0x00427820:0x00427898, Perl_op_linklist
0x004278a0:0x00427931, S_op_varname
0x00427940:0x004279cf, S_op_pretty
0x004279d0:0x004279f2, S_no_bareword_allowed
0x00427a00:0x00427b58, S_inplace_aassign
0x00427b60:0x00427b93, S_scalarkids
0x00427ba0:0x00427d0a, S_gen_constant_list
0x00427d10:0x00427d4c, S_listkids
0x00427d50:0x00427fa6, S_check_hash_fields_and_hekify
0x00427fb0:0x00427fd1, Perl_finalize_optree
0x00427fe0:0x004282ac, S_finalize_op
0x004282b0:0x00428cf0, Perl_op_lvalue_flags
0x00428cf0:0x00428d2d, S_modkids
0x00428d30:0x00428d5d, S_scalar_mod_type
0x00428d60:0x00428f8a, Perl_doref
0x00428f90:0x00428fd7, S_mark_padname_lvalue
0x00428fe0:0x00429007, S_vivifies
0x00429010:0x00429316, S_lvref
0x00429320:0x004294e5, Perl_apply_attrs_string
0x004294f0:0x0042954a, Perl_op_append_elem
0x00429550:0x0042962c, Perl_newSVOP
0x00429630:0x004296be, Perl_load_module
0x004296c0:0x0042973e, Perl_op_prepend_elem
0x00429740:0x0042983b, Perl_my_attrs
0x00429840:0x00429a47, S_my_kid
0x00429a50:0x00429ad2, Perl_op_append_list
0x00429ae0:0x00429aed, Perl_sawparens
0x00429af0:0x00429deb, Perl_bind_match
0x00429df0:0x00429f5d, Perl_newBINOP
0x00429f60:0x0042a662, Perl_pmruntime
0x0042a670:0x0042a84e, Perl_newPMOP
0x0042a850:0x0042a871, Perl_invert
0x0042a880:0x0042a98f, Perl_op_scope
0x0042a990:0x0042aa78, Perl_newOP
0x0042aa80:0x0042abb8, Perl_newLISTOP
0x0042abc0:0x0042ac24, Perl_op_unscope
0x0042ac30:0x0042ad40, Perl_block_start
0x0042ad40:0x0042ad5b, S_av_top_index_2
0x0042ad60:0x0042af12, Perl_block_end
0x0042af20:0x0042b002, S_scalarseq
0x0042b010:0x0042b218, Perl_newSTATEOP
0x0042b220:0x0042b234, Perl_blockhook_register
0x0042b240:0x0042b4b1, Perl_newPROG
0x0042b4c0:0x0042b512, S_prune_chain_head
0x0042b520:0x0042b525, S_op_destroy
0x0042b530:0x0042b770, Perl_localize
0x0042b770:0x0042b7d6, Perl_jmaybe
0x0042b7e0:0x0042b823, Perl_newSVREF
0x0042b830:0x0042b839, Perl_newGVOP
0x0042b840:0x0042b981, Perl_op_convert_list
0x0042b990:0x0042ba21, S_force_list
0x0042ba30:0x0042bf2b, S_fold_constants
0x0042bf30:0x0042bf83, S_op_integerize
0x0042bf90:0x0042bfdc, S_op_std_init
0x0042bfe0:0x0042bfec, Perl_newNULLLIST
0x0042bff0:0x0042c0c5, Perl_newUNOP_AUX
0x0042c0d0:0x0042c0d4, Perl_newMETHOP
0x0042c0e0:0x0042c1dc, S_newMETHOP_internal
0x0042c1e0:0x0042c1ed, Perl_newMETHOP_named
0x0042c1f0:0x0042c1ff, set_regex_charset
0x0042c200:0x0042d0aa, S_pmtrans
0x0042d0b0:0x0042e3e8, Perl_newATTRSUB_x
0x0042e3f0:0x0042e3f5, S_ReANY_1
0x0042e400:0x0042e46e, S_set_haseval
0x0042e470:0x0042e4cf, Perl_newDEFSVOP
0x0042e4d0:0x0042e5b3, Perl_newPVOP
0x0042e5c0:0x0042e638, Perl_package
0x0042e640:0x0042e64d, S_SvREFCNT_inc_3
0x0042e650:0x0042e6ab, Perl_package_version
0x0042e6b0:0x0042ea19, Perl_utilize
0x0042ea20:0x0042eb37, S_enable_feature_bundle
0x0042eb40:0x0042ecae, Perl_vload_module
0x0042ecb0:0x0042eced, Perl_dofile
0x0042ecf0:0x0042ed3a, S_new_entersubop
0x0042ed40:0x0042ed91, Perl_newSLICEOP
0x0042eda0:0x0042f21f, Perl_newASSIGNOP
0x0042f220:0x0042f242, Perl_newLOGOP
0x0042f250:0x0042f3d7, S_assignment_type
0x0042f3e0:0x0042fb0c, S_new_logop
0x0042fb10:0x0042fdc1, Perl_newCONDOP
0x0042fdd0:0x0042fe58, S_scalarboolean
0x0042fe60:0x0042ff02, S_search_const
0x0042ff10:0x004300d0, Perl_newRANGE
0x004300d0:0x00430573, Perl_newLOOPOP
0x00430580:0x00430978, Perl_newWHILEOP
0x00430980:0x00430d54, Perl_newFOROP
0x00430d60:0x00430ea8, Perl_newLOOPEX
0x00430eb0:0x00430edb, Perl_newGIVENOP
0x00430ee0:0x00430fda, S_newGIVWHENOP
0x00430fe0:0x0043105a, S_ref_array_or_hash
0x00431060:0x004310cd, Perl_newWHENOP
0x004310d0:0x00431145, S_looks_like_bool
0x00431150:0x00431506, Perl_cv_ckproto_len_flags
0x00431510:0x00431584, S_strip_spaces
0x00431590:0x004315a2, CvNAME_HEK_2
0x004315b0:0x004315dc, Perl_cv_const_sv
0x004315e0:0x00431604, Perl_cv_const_sv_or_av
0x00431610:0x004322c6, Perl_newMYSUB
0x004322d0:0x004322d8, S_CvDEPTHp_0
0x004322e0:0x00432721, S_move_proto_attr
0x00432730:0x004327ce, S_perl_hash_one_at_a_time_hard_1
0x004327d0:0x00432902, S_op_const_sv
0x00432910:0x00432a94, S_already_defined
0x00432aa0:0x00432b29, const_sv_xsub
0x00432b30:0x00432c04, S_apply_attrs
0x00432c10:0x00432dcd, Perl_newCONSTSUB_flags
0x00432dd0:0x00432de4, S_CvGV_2
0x00432df0:0x00432e88, S_clear_special_blocks
0x00432e90:0x00433155, S_process_special_blocks
0x00433160:0x00433197, Perl_newCONSTSUB
0x004331a0:0x00433409, Perl_newXS_len_flags
0x00433410:0x00433560, const_av_xsub
0x00433560:0x004335ab, Perl_newXS
0x004335b0:0x00433603, Perl_newXS_flags
0x00433610:0x00433650, Perl_newXS_deffile
0x00433650:0x00433a14, Perl_report_redefined_cv
0x00433a20:0x00433b25, Perl_newSTUB
0x00433b30:0x00433d4c, Perl_newFORM
0x00433d50:0x00433d65, Perl_newANONLIST
0x00433d70:0x00433d85, Perl_newANONHASH
0x00433d90:0x00433d9a, Perl_newANONSUB
0x00433da0:0x00433e03, Perl_newANONATTRSUB
0x00433e10:0x00433eaf, Perl_oopsAV
0x00433eb0:0x00433f48, Perl_oopsHV
0x00433f50:0x00433fb5, Perl_newAVREF
0x00433fc0:0x0043400a, Perl_newGVREF
0x00434010:0x00434075, Perl_newHVREF
0x00434080:0x004340c5, Perl_newCVREF
0x004340d0:0x004340f8, Perl_ck_anoncode
0x00434100:0x0043418c, Perl_ck_backtick
0x00434190:0x0043428d, Perl_ck_bitop
0x00434290:0x00434343, Perl_ck_cmp
0x00434350:0x004343ac, is_dollar_bracket
0x004343b0:0x004343db, Perl_ck_concat
0x004343e0:0x004344c9, Perl_ck_spair
0x004344d0:0x00434d66, Perl_ck_fun
0x00434d70:0x00434e0d, Perl_ck_delete
0x00434e10:0x00434e94, Perl_ck_eof
